Program,xPONENT,,Unknown,,,
33,35.5,-12.25,3.25,6.25,,
29,12,-8.25,0.25,14.75,,
15,31.5,-13.75,-3.25,-3.25,,
16,11.5,-7.25,-2.75,-0.25,,
229,143,-11.25,1.25,56.75,,
28,74.5,-11.25,-3.25,6.25,,
79,44.5,-3.75,-0.75,1.75,,
47,21.5,-20.25,-1.75,-1.75,,
40,78,-16.75,-2.75,-0.75,,
275,122,-11.25,2.25,10.75,,
232,8.5,-17.25,-2.75,-3.75,,
228,-9,-17.75,-1.75,-0.25,,
197,52.5,-18.75,-1.75,-10.75,,
181,-12,-12.25,-0.75,11.75,,
156,27,-12.25,-0.75,10.75,,
147,1.5,0.25,0.75,0.75,,
141,15.5,-15.75,0.25,2.75,,
134,24,-9.25,0.25,17.75,,
132,12.5,-12.25,2.25,-2.25,,
131,12,-14.75,-1.25,-4.75,,
113,35.5,-9.75,-1.75,19.75,,
99,29.5,-11.75,0.25,3.25,,
95,4.5,-20.25,2.25,0.25,,
94,2,-13.75,-1.75,-2.25,,
87,5,-24.25,0.75,5.25,,
69,48,-2.25,-3.75,15.75,,
68,3.5,-17.25,-2.75,1.25,,
205,-5,-16.25,-1.75,-5.25,,
24,52,-6.25,-1.25,12.25,,
63,50.5,-22.25,-1.75,16.75,,
306,16.5,-20.75,-0.25,0.75,,
290,-1,-18.75,-2.25,-4.25,,
17,-11.5,-7.25,7.25,9.75,,
198,83.5,-13.25,-2.75,10.25,,
30,19.5,-11.75,0.25,6.75,,
41,14,-11.25,-2.75,-5.25,,
55,7.5,-18.25,-1.75,17.75,,
208,15.5,-2.25,-3.75,0.75,,
93,7.5,-9.25,-1.75,2.25,,
216,-4.5,-13.75,-4.75,0.75,,
219,56,-11.25,-2.25,6.25,,
170,14.5,-25.25,-1.75,15.25,,
180,14.5,-10.25,-2.75,10.75,,
296,-6,-19.25,-1.75,0.75,,
,,,,,,
DataType:,Avg Result,,,,,
Sample,CNTF,GDNF,NGF,BDNF,,
Standard1,7710.327611,N/A,N/A,862.6646573,,
Standard2,1698.243113,N/A,5467.881434,> 7650,,
Standard3,445.4226427,16499.45836,1256.186352,489.9033701,,
Standard4,110.3806274,6113.073586,385.1115806,117.1342083,,
Standard5,25.5906939,1274.359648,88.63886151,29.61759342,,
Standard6,7.316962265,333.9057776,19.45183066,8.930272013,,
Standard7,1.912093716,95.25497852,5.680222705,2.479600862,,
312,8.934191997,< 82.2021484375,0.230965287,35.99713598,,
309,3.895063428,< 82.2021484375,0.230965287,18.5186452,,
308,< 1.6845703125,< 82.2021484375,0.422775523,< 1.86767578125,,
301,15.08758713,< 82.2021484375,< 5.2734375,< 1.86767578125,,
298,17.85907102,< 82.2021484375,0.099281495,< 1.86767578125,,
287,4.573311712,< 82.2021484375,0.099281495,< 1.86767578125,,
286,1.749898884,< 82.2021484375,0.162145802,5.992705682,,
284,< 1.6845703125,< 82.2021484375,0.003063804,< 1.86767578125,,
282,3.895063428,< 82.2021484375,0.003063804,< 1.86767578125,,
281,4.403113742,< 82.2021484375,0.044369089,5.214699918,,
280,3.895063428,< 82.2021484375,0.003063804,< 1.86767578125,,
264,36.52938799,< 82.2021484375,< 5.2734375,8.750697545,,
261,7.871807537,< 82.2021484375,0.003063804,< 1.86767578125,,
247,0.961541165,< 82.2021484375,< 5.2734375,2.490670678,,
210,< 1.6845703125,< 82.2021484375,0.162145802,< 1.86767578125,,
207,2.398167402,< 82.2021484375,0.129876221,11.87533186,,
194,2.72672729,< 82.2021484375,0.003063804,< 1.86767578125,,
193,18.60296158,< 82.2021484375,0.099281495,< 1.86767578125,,
192,8.756545213,< 82.2021484375,0.044369089,< 1.86767578125,,
167,< 1.6845703125,< 82.2021484375,0.003063804,< 1.86767578125,,
162,4.063974595,< 82.2021484375,< 5.2734375,< 1.86767578125,,
153,13.07524109,< 82.2021484375,0.044369089,< 1.86767578125,,
148,27.47112576,< 82.2021484375,0.099281495,< 1.86767578125,,
83,3.057808244,< 82.2021484375,0.162145802,< 1.86767578125,,
82,14.5369732,< 82.2021484375,< 5.2734375,< 1.86767578125,,
36,< 1.6845703125,< 82.2021484375,0.422775523,< 1.86767578125,,
33,10.00463849,< 82.2021484375,0.304642924,< 1.86767578125,,
29,1.91073456,< 82.2021484375,0.099281495,0.653903644,,
15,8.579125903,< 82.2021484375,< 5.2734375,< 1.86767578125,,
16,1.749898884,< 82.2021484375,< 5.2734375,< 1.86767578125,,
229,51.08197706,< 82.2021484375,0.162145802,21.17515754,,
28,24.42800314,< 82.2021484375,< 5.2734375,< 1.86767578125,,
79,13.25741482,< 82.2021484375,0.044369089,< 1.86767578125,,
47,5.086259798,< 82.2021484375,0.003063804,< 1.86767578125,,
40,25.75655659,< 82.2021484375,< 5.2734375,< 1.86767578125,,
275,42.78347203,< 82.2021484375,0.230965287,< 1.86767578125,,
232,0.807918839,< 82.2021484375,< 5.2734375,< 1.86767578125,,
228,< 1.6845703125,< 82.2021484375,0.003063804,< 1.86767578125,,
197,16.19260797,< 82.2021484375,0.003063804,< 1.86767578125,,
181,< 1.6845703125,< 82.2021484375,0.044369089,< 1.86767578125,,
156,6.993318857,< 82.2021484375,0.044369089,< 1.86767578125,,
147,< 1.6845703125,< 82.2021484375,0.129876221,< 1.86767578125,,
141,3.057808244,< 82.2021484375,0.099281495,< 1.86767578125,,
134,5.948351458,< 82.2021484375,0.099281495,2.490670678,,
132,2.072429197,< 82.2021484375,0.230965287,< 1.86767578125,,
131,1.91073456,< 82.2021484375,0.021216927,< 1.86767578125,,
113,10.00463849,< 82.2021484375,0.003063804,3.610623752,,
99,7.871807537,< 82.2021484375,0.099281495,< 1.86767578125,,
95,< 1.6845703125,< 82.2021484375,0.230965287,< 1.86767578125,,
94,< 1.6845703125,< 82.2021484375,0.003063804,< 1.86767578125,,
87,< 1.6845703125,< 82.2021484375,0.129876221,< 1.86767578125,,
69,14.5369732,< 82.2021484375,< 5.2734375,1.300545418,,
68,< 1.6845703125,< 82.2021484375,< 5.2734375,< 1.86767578125,,
205,< 1.6845703125,< 82.2021484375,0.003063804,< 1.86767578125,,
24,16.00809617,< 82.2021484375,0.021216927,< 1.86767578125,,
63,15.45537519,< 82.2021484375,0.003063804,1.907454859,,
306,3.391169369,< 82.2021484375,0.070638604,< 1.86767578125,,
290,< 1.6845703125,< 82.2021484375,< 5.2734375,< 1.86767578125,,
17,< 1.6845703125,< 82.2021484375,0.636396057,< 1.86767578125,,
198,27.85308764,< 82.2021484375,< 5.2734375,< 1.86767578125,,
30,4.403113742,< 82.2021484375,0.099281495,< 1.86767578125,,
41,2.562115067,< 82.2021484375,< 5.2734375,< 1.86767578125,,
55,0.506531483,< 82.2021484375,0.003063804,2.490670678,,
208,3.057808244,< 82.2021484375,< 5.2734375,< 1.86767578125,,
93,0.506531483,< 82.2021484375,0.003063804,< 1.86767578125,,
216,< 1.6845703125,< 82.2021484375,< 5.2734375,< 1.86767578125,,
219,17.48785758,< 82.2021484375,< 5.2734375,< 1.86767578125,,
170,2.72672729,< 82.2021484375,0.003063804,0.984019248,,
180,2.72672729,< 82.2021484375,< 5.2734375,< 1.86767578125,,
296,< 1.6845703125,< 82.2021484375,0.003063804,< 1.86767578125,,
,,,,,,
DataType:,Avg Range,,,,,
Sample,CNTF,GDNF,NGF,BDNF,,
Standard1,,,,,,
Standard2,,,,,,
Standard3,,,,,,
Standard4,,,,,,
Standard5,,,,,,
Standard6,,,,,,
Standard7,,,,,,
312,,,,,,
309,,,,,,
308,,,,,,
301,,,,,,
298,,,,,,
287,,,,,,
286,,,,,,
284,,,,,,
282,,,,,,
281,,,,,,
280,,,,,,
264,,,,,,
261,,,,,,
247,,,,,,
210,,,,,,
207,,,,,,
194,,,,,,
193,,,,,,
192,,,,,,
167,,,,,,
162,,,,,,
153,,,,,,
148,,,,,,
83,,,,,,
82,,,,,,
36,,,,,,
33,,,,,,
29,,,,,,
15,,,,,,
16,,,,,,
229,,,,,,
28,,,,,,
79,,,,,,
47,,,,,,
40,,,,,,
275,,,,,,
232,,,,,,
228,,,,,,
197,,,,,,
181,,,,,,
156,,,,,,
147,,,,,,
141,,,,,,
134,,,,,,
132,,,,,,
131,,,,,,
113,,,,,,
99,,,,,,
95,,,,,,
94,,,,,,
87,,,,,,
69,,,,,,
68,,,,,,
205,,,,,,
24,,,,,,
63,,,,,,
306,,,,,,
290,,,,,,
17,,,,,,
198,,,,,,
30,,,,,,
41,,,,,,
55,,,,,,
208,,,,,,
93,,,,,,
216,,,,,,
219,,,,,,
170,,,,,,
180,,,,,,
296,,,,,,
,,,,,,
DataType:,%CV Replicates,,,,,
Sample,CNTF,GDNF,NGF,BDNF,,
Standard1,37.41365658,NaN,NaN,9.37765299,,
Standard2,2.285043226,NaN,6.045049752,0,,
Standard3,4.842314378,39.2813221,4.944858294,7.414340473,,
Standard4,16.95332048,14.0622091,3.886586833,6.1325364,,
Standard5,0.823639154,0.613712912,9.623176339,0.46089683,,
Standard6,15.06302194,6.026149282,7.966847412,41.80462456,,
Standard7,46.67239479,56.01298182,23.93888006,87.02654268,,
312,,,,,,
309,,,,,,
308,,,,,,
301,,,,,,
298,,,,,,
287,,,,,,
286,,,,,,
284,,,,,,
282,,,,,,
281,,,,,,
280,,,,,,
264,,,,,,
261,,,,,,
247,,,,,,
210,,,,,,
207,,,,,,
194,,,,,,
193,,,,,,
192,,,,,,
167,,,,,,
162,,,,,,
153,,,,,,
148,,,,,,
83,,,,,,
82,,,,,,
36,,,,,,
33,,,,,,
29,,,,,,
15,,,,,,
16,,,,,,
229,,,,,,
28,,,,,,
79,,,,,,
47,,,,,,
40,,,,,,
275,,,,,,
232,,,,,,
228,,,,,,
197,,,,,,
181,,,,,,
156,,,,,,
147,,,,,,
141,,,,,,
134,,,,,,
132,,,,,,
131,,,,,,
113,,,,,,
99,,,,,,
95,,,,,,
94,,,,,,
87,,,,,,
69,,,,,,
68,,,,,,
205,,,,,,
24,,,,,,
63,,,,,,
306,,,,,,
290,,,,,,
17,,,,,,
198,,,,,,
30,,,,,,
41,,,,,,
55,,,,,,
208,,,,,,
93,,,,,,
216,,,,,,
219,,,,,,
170,,,,,,
180,,,,,,
296,,,,,,
,,,,,,
DataType:,% Recovery,,,,,
Location,Sample,CNTF,GDNF,NGF,BDNF,
"1(1,A1)",Standard1,141.31,N/A,N/A,12.02,
"2(1,B1)",Standard2,96.86,N/A,105.59,N/A,
"3(1,C1)",Standard3,99.75,56.63,89.8,97.09,
"4(1,D1)",Standard4,90.11,104.64,110.97,93.75,
"5(1,E1)",Standard5,95.5,96.47,112.2,98.79,
"6(1,F1)",Standard6,97.02,97.22,87.02,84.2,
"7(1,G1)",Standard7,150.97,161.78,125.95,214.46,
"9(1,A2)",Standard1,82.18,14.13,40.27,10.53,
"10(1,B2)",Standard2,100.04,124.4,96.93,N/A,
"11(1,C2)",Standard3,106.82,100.18,96.3,107.84,
"12(1,D2)",Standard4,114.66,127.75,117.24,102.24,
"13(1,E2)",Standard5,94.39,97.31,97.9,99.44,
"14(1,F2)",Standard6,120.15,105.88,97.41,154.87,
"15(1,G2)",Standard7,76.05,69.98,89.48,51.06,
,,,,,,
DataType:,Comments,,,,,
Location,Sample,CNTF,GDNF,NGF,BDNF,
"1(1,A1)",Standard1,Extrapolated,,,Extrapolated,
"2(1,B1)",Standard2,,,,,
"3(1,C1)",Standard3,,,,,
"4(1,D1)",Standard4,,,,,
"5(1,E1)",Standard5,,,,,
"6(1,F1)",Standard6,,,,,
"7(1,G1)",Standard7,,,,,
"8(1,H1)",Background0,,,,,
"9(1,A2)",Standard1,,,,,
"10(1,B2)",Standard2,,Extrapolated,,,
"11(1,C2)",Standard3,,,,,
"12(1,D2)",Standard4,,,,,
"13(1,E2)",Standard5,,,,,
"14(1,F2)",Standard6,,,,,
"15(1,G2)",Standard7,Extrapolated,Extrapolated,Extrapolated,Extrapolated,
"16(1,H2)",Background0,,,,,
"17(1,A3)",312,,,Extrapolated,,
"18(1,B3)",309,Extrapolated,,Extrapolated,,
"19(1,C3)",308,,,Extrapolated,,
"20(1,D3)",301,,,,,
"21(1,E3)",298,,,Extrapolated,,
"22(1,F3)",287,Extrapolated,,Extrapolated,,
"23(1,G3)",286,Extrapolated,,Extrapolated,Extrapolated,
"24(1,H3)",284,,,Extrapolated,,
"25(1,A4)",282,Extrapolated,,Extrapolated,,
"26(1,B4)",281,Extrapolated,,Extrapolated,Extrapolated,
"27(1,C4)",280,Extrapolated,,Extrapolated,,
"28(1,D4)",264,,,,,
"29(1,E4)",261,,,Extrapolated,,
"30(1,F4)",247,Extrapolated,,,Extrapolated,
"31(1,G4)",210,,,Extrapolated,,
"32(1,H4)",207,Extrapolated,,Extrapolated,,
"33(1,A5)",194,Extrapolated,,Extrapolated,,
"34(1,B5)",193,,,Extrapolated,,
"35(1,C5)",192,,,Extrapolated,,
"36(1,D5)",167,,,Extrapolated,,
"37(1,E5)",162,Extrapolated,,,,
"38(1,F5)",153,,,Extrapolated,,
"39(1,G5)",148,,,Extrapolated,,
"40(1,H5)",83,Extrapolated,,Extrapolated,,
"41(1,A6)",82,,,,,
"42(1,B6)",36,,,Extrapolated,,
"43(1,C6)",33,,,Extrapolated,,
"44(1,D6)",29,Extrapolated,,Extrapolated,Extrapolated,
"45(1,E6)",15,,,,,
"46(1,F6)",16,Extrapolated,,,,
"47(1,G6)",229,,,Extrapolated,,
"48(1,H6)",28,,,,,
"49(1,A7)",79,,,Extrapolated,,
"50(1,B7)",47,,,Extrapolated,,
"51(1,C7)",40,,,,,
"52(1,D7)",275,,,Extrapolated,,
"53(1,E7)",232,Extrapolated,,,,
"54(1,F7)",228,,,Extrapolated,,
"55(1,G7)",197,,,Extrapolated,,
"56(1,H7)",181,,,Extrapolated,,
"57(1,A8)",156,,,Extrapolated,,
"58(1,B8)",147,,,Extrapolated,,
"59(1,C8)",141,Extrapolated,,Extrapolated,,
"60(1,D8)",134,,,Extrapolated,Extrapolated,
"61(1,E8)",132,Extrapolated,,Extrapolated,,
"62(1,F8)",131,Extrapolated,,Extrapolated,,
"63(1,G8)",113,,,Extrapolated,Extrapolated,
"64(1,H8)",99,,,Extrapolated,,
"65(1,A9)",95,,,Extrapolated,,
"66(1,B9)",94,,,Extrapolated,,
"67(1,C9)",87,,,Extrapolated,,
"68(1,D9)",69,,,,Extrapolated,
"69(1,E9)",68,,,,,
"70(1,F9)",205,,,Extrapolated,,
"71(1,G9)",24,,,Extrapolated,,
"72(1,H9)",63,,,Extrapolated,Extrapolated,
"73(1,A10)",306,Extrapolated,,Extrapolated,,
"74(1,B10)",290,,,,,
"75(1,C10)",17,,,Extrapolated,,
"76(1,D10)",198,,,,,
"77(1,E10)",30,Extrapolated,,Extrapolated,,
"78(1,F10)",41,Extrapolated,,,,
"79(1,G10)",55,Extrapolated,,Extrapolated,Extrapolated,
"80(1,H10)",208,Extrapolated,,,,
"81(1,A11)",93,Extrapolated,,Extrapolated,,
"82(1,B11)",216,,,,,
"83(1,C11)",219,,,,,
"84(1,D11)",170,Extrapolated,,Extrapolated,Extrapolated,
"85(1,E11)",180,Extrapolated,,,,
"86(1,F11)",296,,,Extrapolated,,
,,,,,,
DataType:,Units,,,,,
Analyte:,CNTF,GDNF,NGF,BDNF,,
BeadID:,36,44,55,57,,
Units:,pg/mL,pg/mL,pg/mL,pg/mL,,
,,,,,,
DataType:,Standard Expected Concentration,,,,,
Reagent,CNTF,GDNF,NGF,BDNF,,
Standard1,6900,336700,21600,7650,,
Standard2,1725,84175,5400,1912.5,,
Standard3,431.25,21043.75,1350,478.125,,
Standard4,107.8125,5260.9375,337.5,119.53125,,
Standard5,26.953125,1315.234375,84.375,29.8828125,,
Standard6,6.73828125,328.8085938,21.09375,7.470703125,,
Standard7,1.684570313,82.20214844,5.2734375,1.867675781,,
,,,,,,
DataType:,Control Expected Concentration,,,,,
Reagent,CNTF,GDNF,NGF,BDNF,,
,,,,,,
DataType:,Control Range - Low,,,,,
Reagent,CNTF,GDNF,NGF,BDNF,,
,,,,,,
DataType:,Control Range - High,,,,,
Reagent,CNTF,GDNF,NGF,BDNF,,
,,,,,,
DataType:,Per Bead Count,,,,,
Analyte:,CNTF,GDNF,NGF,BDNF,,
BeadID:,36,44,55,57,,
Per Bead:,50,50,50,50,,
,,,,,,
DataType:,Dilution Factor,,,,,
Location,Sample,Dilution Factor,,,,
"1(1,A1)",Standard1,,,,,
"2(1,B1)",Standard2,,,,,
"3(1,C1)",Standard3,,,,,
"4(1,D1)",Standard4,,,,,
"5(1,E1)",Standard5,,,,,
"6(1,F1)",Standard6,,,,,
"7(1,G1)",Standard7,,,,,
"8(1,H1)",Background0,,,,,
"9(1,A2)",Standard1,,,,,
"10(1,B2)",Standard2,,,,,
"11(1,C2)",Standard3,,,,,
"12(1,D2)",Standard4,,,,,
"13(1,E2)",Standard5,,,,,
"14(1,F2)",Standard6,,,,,
"15(1,G2)",Standard7,,,,,
"16(1,H2)",Background0,,,,,
"17(1,A3)",312,2,,,,
"18(1,B3)",309,2,,,,
"19(1,C3)",308,2,,,,
"20(1,D3)",301,2,,,,
"21(1,E3)",298,2,,,,
"22(1,F3)",287,2,,,,
"23(1,G3)",286,2,,,,
"24(1,H3)",284,2,,,,
"25(1,A4)",282,2,,,,
"26(1,B4)",281,2,,,,
"27(1,C4)",280,2,,,,
"28(1,D4)",264,2,,,,
"29(1,E4)",261,2,,,,
"30(1,F4)",247,2,,,,
"31(1,G4)",210,2,,,,
"32(1,H4)",207,2,,,,
"33(1,A5)",194,2,,,,
"34(1,B5)",193,2,,,,
"35(1,C5)",192,2,,,,
"36(1,D5)",167,2,,,,
"37(1,E5)",162,2,,,,
"38(1,F5)",153,2,,,,
"39(1,G5)",148,2,,,,
"40(1,H5)",83,2,,,,
"41(1,A6)",82,2,,,,
"42(1,B6)",36,2,,,,
"43(1,C6)",33,2,,,,
"44(1,D6)",29,2,,,,
"45(1,E6)",15,2,,,,
"46(1,F6)",16,2,,,,
"47(1,G6)",229,2,,,,
"48(1,H6)",28,2,,,,
"49(1,A7)",79,2,,,,
"50(1,B7)",47,2,,,,
"51(1,C7)",40,2,,,,
"52(1,D7)",275,2,,,,
"53(1,E7)",232,2,,,,
"54(1,F7)",228,2,,,,
"55(1,G7)",197,2,,,,
"56(1,H7)",181,2,,,,
"57(1,A8)",156,2,,,,
"58(1,B8)",147,2,,,,
"59(1,C8)",141,2,,,,
"60(1,D8)",134,2,,,,
"61(1,E8)",132,2,,,,
"62(1,F8)",131,2,,,,
"63(1,G8)",113,2,,,,
"64(1,H8)",99,2,,,,
"65(1,A9)",95,2,,,,
"66(1,B9)",94,2,,,,
"67(1,C9)",87,2,,,,
"68(1,D9)",69,2,,,,
"69(1,E9)",68,2,,,,
"70(1,F9)",205,2,,,,
"71(1,G9)",24,2,,,,
"72(1,H9)",63,2,,,,
"73(1,A10)",306,2,,,,
"74(1,B10)",290,2,,,,
"75(1,C10)",17,2,,,,
"76(1,D10)",198,2,,,,
"77(1,E10)",30,2,,,,
"78(1,F10)",41,2,,,,
"79(1,G10)",55,2,,,,
"80(1,H10)",208,2,,,,
"81(1,A11)",93,2,,,,
"82(1,B11)",216,2,,,,
"83(1,C11)",219,2,,,,
"84(1,D11)",170,2,,,,
"85(1,E11)",180,2,,,,
"86(1,F11)",296,2,,,,
,,,,,,
,,,,,,
DataType:,Analysis Types,,,,,
Analyte:,CNTF,GDNF,NGF,BDNF,,
AnalysisType,Logistic 5P Weighted,Logistic 5P Weighted,Logistic 5P Weighted,Logistic 5P Weighted,,
,,,,,,
DataType:,Analysis Coefficients,,,,,
Analyte:,CNTF,GDNF,NGF,BDNF,,
Coefficient A,5.677687617,27.90935875,-1.891465346,13.89354396,,
Coefficient B,11038.4189,3596.853079,15858.06527,6551.785008,,
Coefficient C,2754.410457,3713.227012,4460.04015,923.3722537,,
Coefficient D,-1.482953512,-1.05059336,-5.195790036,-18.3244298,,
Coefficient F,0.631831246,1.342266459,0.150349247,0.06140101,,
,,,,,,
DataType:,R^2,,,,,
Analyte:,CNTF,GDNF,NGF,BDNF,,
Value,0.985854263,0.984054696,0.991237422,0.967412208,,
,,,,,,
DataType:,Audit Logs,,,,,
UserId,Date,Message,,,,
,,,,,,
DataType:,Warnings/Errors,,,,,
Location,Status,Message,,,,
,,,,,,
-- CRC --,,,,,,
CRC32: ED934C5A,,,,,,
