Program,xPONENT,,Unknown,,,
"8(1,H1)",Background0,,,,,254
"9(1,A2)",Standard1,,,,,270
"10(1,B2)",Standard2,,,,,285
"11(1,C2)",Standard3,,,,,300
"12(1,D2)",Standard4,,,,,233
"13(1,E2)",Standard5,,,,,252
"14(1,F2)",Standard6,,,,,295
"15(1,G2)",Standard7,,,,,244
"16(1,H2)",Background0,,,,,283
"17(1,A3)",312,,,,,253
"18(1,B3)",309,,,,,601
"19(1,C3)",308,,,,,248
"20(1,D3)",301,,,,,220
"21(1,E3)",298,,,,,432
"22(1,F3)",287,,,,,243
"23(1,G3)",286,,,,,255
"24(1,H3)",284,,,,,232
"25(1,A4)",282,,,,,283
"26(1,B4)",281,,,,,237
"27(1,C4)",280,,,,,250
"28(1,D4)",264,,,,,285
"29(1,E4)",261,,,,,212
"30(1,F4)",247,,,,,240
"31(1,G4)",210,,,,,227
"32(1,H4)",207,,,,,311
"33(1,A5)",194,,,,,247
"34(1,B5)",193,,,,,264
"35(1,C5)",192,,,,,239
"36(1,D5)",167,,,,,308
"37(1,E5)",162,,,,,300
"38(1,F5)",153,,,,,302
"39(1,G5)",148,,,,,1239
"40(1,H5)",83,,,,,216
"41(1,A6)",82,,,,,331
"42(1,B6)",36,,,,,220
"43(1,C6)",33,,,,,261
"44(1,D6)",29,,,,,279
"45(1,E6)",15,,,,,232
"46(1,F6)",16,,,,,303
"47(1,G6)",229,,,,,270
"48(1,H6)",28,,,,,258
"49(1,A7)",79,,,,,272
"50(1,B7)",47,,,,,223
"51(1,C7)",40,,,,,291
"52(1,D7)",275,,,,,320
"53(1,E7)",232,,,,,303
"54(1,F7)",228,,,,,237
"55(1,G7)",197,,,,,281
"56(1,H7)",181,,,,,278
"57(1,A8)",156,,,,,225
"58(1,B8)",147,,,,,231
"59(1,C8)",141,,,,,226
"60(1,D8)",134,,,,,228
"61(1,E8)",132,,,,,254
"62(1,F8)",131,,,,,237
"63(1,G8)",113,,,,,265
"64(1,H8)",99,,,,,274
"65(1,A9)",95,,,,,259
"66(1,B9)",94,,,,,229
"67(1,C9)",87,,,,,264
"68(1,D9)",69,,,,,241
"69(1,E9)",68,,,,,272
"70(1,F9)",205,,,,,246
"71(1,G9)",24,,,,,697
"72(1,H9)",63,,,,,285
"73(1,A10)",306,,,,,220
"74(1,B10)",290,,,,,232
"75(1,C10)",17,,,,,219
"76(1,D10)",198,,,,,381
"77(1,E10)",30,,,,,240
"78(1,F10)",41,,,,,269
"79(1,G10)",55,,,,,212
"80(1,H10)",208,,,,,325
"81(1,A11)",93,,,,,243
"82(1,B11)",216,,,,,220
"83(1,C11)",219,,,,,211
"84(1,D11)",170,,,,,349
"85(1,E11)",180,,,,,244
"86(1,F11)",296,,,,,265
,,,,,,
DataType:,Avg Net MFI,,,,,
Sample,S100B,UCHL1,GFAP,NF-H,,
Standard1,188.75,22628.25,16937,14468.5,,
Standard2,75,21114.5,6935,12191.75,,
Standard3,1.5,16515.25,2201,8276.25,,
Standard4,-5,10121.25,868.5,4866.25,,
Standard5,20.5,4323.5,3281,1853.5,,
Standard6,-7.25,1193.5,244.75,282.25,,
Standard7,-1.5,297.5,655.5,70.75,,
312,1223.5,413.25,9978,7650.25,,
309,1800.5,1613.75,8101,8211.25,,
308,419.5,520.25,14447,8474.25,,
301,859,601.75,12076,6985.25,,
298,251,68.25,13054,7480.25,,
287,1699.5,2440.75,9374.5,7034.25,,
286,479.5,187.75,12942,7667.75,,
284,1683.5,2360.75,10541.5,8742.25,,
282,1380.5,2301.25,8901,7131.75,,
281,320.5,255.75,11312.5,7002.25,,
280,1079,1178.25,8272,6903.75,,
264,160.5,76.25,11197,4512.25,,
261,365,1399.25,11855,4321.75,,
247,472.5,1268.25,14466.5,8895.25,,
210,454.5,2245.75,14078.5,8329.25,,
207,1441.5,3432.25,11515.5,8196.25,,
194,460.5,1042.25,14147,7202.75,,
193,2949,4925.75,10813.5,8618.75,,
192,1002,1679.25,12163,8090.25,,
167,1272,1245.75,9992,7753.25,,
162,712.5,1841.75,12741,7730.75,,
153,964,805.75,11212,7938.25,,
148,1643.5,1636.75,8149,5877.75,,
83,1101,931.75,10682,7040.25,,
82,526,62.75,12076,7306.75,,
36,639.5,691.25,14669,7481.25,,
33,517.5,1043.75,13767,8378.25,,
29,209.5,1165.75,16866,7724.25,,
15,480.5,553.75,14116,6979.75,,
16,425,110.75,15449,8147.25,,
229,765.5,67.75,14213,8567.25,,
28,390.5,3914.25,14000,7224.25,,
79,610.5,711.25,12831,6910.25,,
47,891.5,5373.25,12399.5,8622.75,,
40,445,468.75,14347,6003.75,,
275,939,1285.25,10190,6539.25,,
232,529,898.75,13584,7272.25,,
228,790.5,1688.25,12514.5,7450.25,,
197,1771,2257.25,10219,8058.25,,
181,138,1811.75,12551,6128.25,,
156,879.5,4092.75,12283.5,7392.75,,
147,292,2289.25,13652.5,8095.25,,
141,243.5,1684.25,12366,7820.25,,
