mm,N/mm_
5.018310621,0.042715296
5.018994212,0.056998033
5.019628908,0.026810898
5.020263605,0.01100363
5.020898301,0.084037147
5.021582358,0.043313857
5.022265483,-0.011011997
5.022949073,0.05939506
5.02363313,0.034493953
5.024316255,0.041489195
5.025000311,0.039120179
5.025683437,0.079416618
5.026367027,0.022959426
5.027051084,-0.004911683
5.027734209,0.068257771
5.028418265,0.028241936
5.02910139,0.089571886
5.029784981,0.109697007
5.030419677,0.052353129
5.031103734,0.042808548
5.031786859,0.083024837
5.032470915,0.110493466
5.033154506,0.04959631
5.033837631,0.041363321
5.034521688,0.072908252
5.035156384,0.06110622
5.035839975,0.038381074
5.036474671,0.054110367
5.037157796,0.050382346
5.037792958,0.087931909
5.038476549,-0.00346961
5.039062351,0.033542391
5.039746407,0.047465701
5.040381104,0.044742834
5.041064229,0.046175204
5.041699391,0.025292063
5.042382516,0.061568115
5.043017212,0.036944579
5.043652374,0.042748764
5.044335965,0.031513035
5.045019556,0.034651715
5.045703147,0.057714824
5.046386737,0.068714574
5.047070328,0.07418213
5.047705024,0.066745974
5.048388615,0.050652035
5.049072206,0.069743499
5.049756262,0.037634451
5.050439388,0.027164625
5.051122978,0.079177365
5.051806569,0.057692148
5.052539054,0.030298939
5.053174216,0.04566893
5.053857341,0.023751039
5.054492038,0.055308823
5.055175629,0.036987629
5.055859685,0.05029564
5.05654281,0.022750489
5.057177506,0.085357837
5.057812668,0.043578334
5.058495793,0.040605299
5.05913049,0.079585902
5.059814546,0.057584707
5.060449243,0.062695265
5.061132833,0.038961686
5.06176753,0.043021247
5.062402226,0.084300533
5.063036922,0.06008869
5.063720513,0.053784046
5.064355209,0.035716899
5.065039266,0.104973525
5.065673962,0.067823768
5.066308659,0.050148062
5.066992249,0.034545247
5.067626946,0.036914505
5.068310536,0.033485521
5.068994127,0.059502862
5.069677718,0.012796763
5.070312414,0.049990781
5.070996471,0.073394276
5.071679596,0.041038577
5.072363187,0.044510975
5.073046777,0.062984601
5.073730368,0.07149031
5.074462853,0.059112635
5.07509755,0.056707241
5.07578114,0.046821181
5.076464731,0.043800611
5.077099893,0.03774092
5.077783018,0.026885353
5.078467075,0.070368007
5.0791502,0.065783016
5.079785362,0.058511652
5.080420058,0.048419684
5.081054755,0.059383053
5.081738345,0.064434677
5.082421936,0.050937735
5.083105527,0.074068628
5.083740223,0.05197515
5.084326491,0.038130179
5.085009616,0.051072579
5.085644778,0.02841595
5.086327903,0.073884062
5.087011959,0.051207427
5.087695085,0.095086858
5.088330247,0.048525184
5.089013372,0.055260558
5.089648068,0.024504695
5.090332124,0.054748703
5.091015715,0.032172471
5.091699306,0.080220118
5.092382897,0.06692981
5.093017593,0.048932023
5.093701184,0.102025107
5.094384775,0.052758999
5.095068365,0.035834529
5.095751956,0.040382538
5.096483976,0.054791268
5.097168032,0.044861067
5.097851623,0.049017154
5.098486319,0.05531998
5.09916991,0.036541861
5.099805072,0.078594327
5.100488197,0.014598991
5.101171788,0.043655701
5.101806484,0.043462042
5.102490541,0.041783504
5.103125237,0.062658153
5.103759933,0.060282957
5.10439463,-0.007338058
5.10507822,0.044241164
5.105712917,0.029811701
5.106347613,0.046284828
5.106982309,0.056991361
5.107617471,0.046313569
5.108300596,0.064259931
5.108935293,0.037860122
5.109619349,0.040997107
5.11025358,0.054006204
5.110937636,0.065120064
5.111572333,0.043037862
5.112255923,0.030331559
5.112939514,0.033328239
5.113623105,0.051654283
5.11430623,0.041943207
5.114990287,0.032632668
5.115673877,0.028399093
5.116357468,0.008068431
5.117041059,0.04885878
5.11772465,0.03027978
5.11840824,0.029516907
5.119140726,0.046093233
5.119824316,0.04520303
5.120507907,0.050127812
5.121191498,0.067787506
5.121826194,0.047676697
5.122509785,0.065373749
5.123144481,0.06188146
5.123828072,0.081317313
5.124511663,0.033978578
5.125195719,0.070831724
5.125781056,0.039777432
5.126416218,0.060700711
5.127099343,0.080775872
5.127783399,0.048895162
5.128418095,0.070135422
5.129101686,0.049013395
5.129736383,0.046432894
5.130371079,0.066063859
5.131005775,0.054517452
5.131689366,0.068235092
5.132372957,0.032874834
5.133056547,0.057371769
5.133691244,0.020123906
5.13432594,0.065453902
5.135009997,0.02739818
5.135693587,0.055843476
5.136376712,0.059947662
5.137060769,0.069639094
5.137743894,0.060243543
5.13842795,0.064509377
5.139062181,0.054908529
5.139746238,0.023136351
5.140429363,0.042479075
5.141113419,0.113648765
5.14179701,0.072655298
5.142480601,0.015230049
5.143164191,0.031899504
5.143798888,0.019423727
5.144482478,0.042349808
5.145117175,0.016766224
5.145751871,0.032991488
5.146435928,0.048560712
5.147119053,0.047511052
5.147704855,0.053996988
5.148339551,0.061048254
5.148974247,0.044431306
5.149658304,0.039473783
5.150293,0.03233739
5.150976591,0.054882336
5.151562858,0.042073205
5.152245983,0.034467757
5.15288068,0.062444612
5.153564271,0.062094156
5.154198967,0.052584015
5.154883023,0.061741401
5.15551772,0.033916369
5.15620131,0.064212158
5.156884901,0.050277088
5.157519132,0.045936435
5.158203188,0.042675279
5.158886779,0.046996772
5.159619264,0.037568484
5.160253961,0.070948869
5.160937086,0.102207243
5.161621142,-0.010384334
5.162304733,0.033981975
5.162988324,-0.009564589
5.163671914,0.073009752
5.164355505,0.04507922
5.165087525,0.0447261
5.165771581,0.066904098
5.166406278,0.060760129
5.167089868,0.063900262
5.167773459,0.049802702
5.168408621,0.018876826
5.169091746,0.061725516
5.169775337,0.046989251
5.170410033,0.052921981
5.17104473,0.044998821
5.171728786,0.059688035
5.172363482,0.054342225
5.173047073,0.042481743
5.173730198,0.049539682
5.174364895,0.057816565
5.175000057,0.036856055
5.175683647,0.041140199
5.176318344,0.04191253
5.177001934,0.038783792
5.177685525,0.031294275
5.178369116,0.039638706
5.179003812,0.062287696
5.179687403,0.036478195
5.180322099,0.056109164
5.181006156,0.045035202
5.181689281,0.046325453
5.182372872,0.052175112
5.183056928,0.040297896
5.183740053,0.035074323
5.18437475,0.051742081
5.185058806,0.052022684
5.185742397,0.044472534
5.186425522,0.039008494
5.187109578,0.029104002
5.187792704,0.040391997
5.18847676,0.025781244
5.189111456,0.068660609
5.189745687,0.005119894
5.190429743,0.043905262
5.19106444,0.033331756
5.19174803,0.034355227
5.192382727,0.04848747
5.193017423,0.048617829
5.193652119,0.047486555
5.194287281,0.047265492
5.194970407,0.050132781
5.195605103,0.10267254
5.196289159,0.047040306
5.196923856,0.069990396
5.197558552,0.057988033
5.198193714,0.041468337
5.198876839,0.041014448
5.19956043,0.046484429
5.200244021,0.057062544
5.200879183,0.065140069
5.201562308,0.044932492
5.202197004,0.053409096
5.202881061,0.058702156
5.203564651,0.063441642
5.204247776,0.052826665
5.204980262,0.060175516
5.205664318,0.062298488
5.206347443,0.07457345
5.207031034,0.082713425
5.20766573,0.015740814
5.208398215,0.042790361
5.209082272,0.029594637
5.209765397,0.06137215
5.210497882,0.042509876
5.211133044,0.052663323
5.211767741,0.050016854
5.212450866,0.068136267
5.213086028,0.057297919
5.213769618,0.058125786
5.214404315,0.056606833
5.215087906,0.07009238
5.215722602,0.049486082
5.216357298,0.046422947
5.21699246,0.043328408
5.217675585,0.045992583
5.218310282,0.071183026
5.218994338,0.057445131
5.21958014,0.067181066
5.220263265,0.051871952
5.220898427,0.068080723
5.221582018,0.070925459
5.222265609,0.056961894
5.222949199,0.079674304
5.223584361,0.045711007
5.224267486,0.07241907
5.224902183,0.053733479
5.225585774,0.045828998
5.22626983,0.049032312
5.226952955,0.04375926
5.227637012,0.060240149
5.228320137,0.076679446
5.229003727,0.05738838
5.229638424,0.050906811
5.23032248,0.053253517
5.231005605,0.038266357
5.231689662,0.047244269
5.232373253,0.063332386
5.233056378,0.045156829
5.233691074,0.066712506
5.23437513,0.048221052
5.235009827,0.053416979
5.235693417,0.063490517
5.236328114,0.046761639
5.237011705,0.092532188
5.237695295,0.059259851
5.238329992,0.073686525
5.238915794,0.060591575
5.23959985,0.046211343
5.240282975,0.05546416
5.240918137,0.053306386
5.241601262,0.066498227
5.242235959,0.049721576
5.242920015,0.059979066
5.243554711,0.063779488
5.244238302,0.053976733
5.244921893,0.076676898
5.245605484,0.054995961
5.246289074,0.060923472
5.246972665,0.053166449
5.247656256,0.072520569
5.248290952,0.053108849
5.249023438,0.046548337
5.249707028,0.048902556
5.250390619,0.061843745
5.25107421,0.057052962
5.251806695,0.045509223
5.252441391,0.058428463
5.253124982,0.072180301
5.253808573,0.012616565
5.254492164,0.079248428
5.255175754,0.056317981
5.255859345,0.075484507
5.256542936,0.061736792
5.257177632,0.03825799
5.257812329,0.047553614
5.258447025,0.056079578
5.259131081,0.052031174
5.259765778,0.027751179
5.260449369,0.012491541
5.261084065,0.049401559
5.261670332,0.047081657
5.262353458,0.035475947
5.262988154,0.070441373
5.263671745,0.060705319
5.264355801,0.043294214
5.264990497,0.050693508
5.265625194,0.054299299
5.26625989,0.062572181
5.266943481,0.091419585
5.267626606,0.036584668
5.268310662,0.047669422
5.268994253,0.053906523
5.269628949,0.060068075
5.27031254,0.066633806
5.270996131,0.04916849
5.271679722,0.0556098
5.272363313,0.044948984
5.273046903,0.036723997
5.273779389,0.064323843
5.274414085,0.051670533
5.275097676,0.056191746
5.275781266,0.055107646
5.276415963,0.053302385
5.277099553,0.033944383
5.27778361,0.048788086
5.278466735,0.059734963
5.279101431,0.047418043
5.279785022,0.071452476
5.280419718,0.058312535
5.281054415,0.059531238
5.281689577,0.059059158
5.282373168,0.035710111
5.283007398,0.065068401
5.28364256,0.069048293
5.284277257,0.064651132
5.284911953,0.066466577
5.285596009,0.043369032
5.286279134,0.053604212
5.286963191,0.064427041
5.287597887,0.068087153
5.288232118,0.07112167
5.288866814,0.049228515
5.289550871,0.053869415
5.290234461,0.046190485
5.290918052,0.066847958
5.291601643,0.047831554
5.292284768,0.04325565
5.29291993,0.05834103
5.293603521,0.041391335
5.294287112,0.044585433
5.294970702,0.047806695
5.295654293,0.060927961
5.296386778,0.060973797
5.297070369,0.085888848
5.297705065,0.066726081
5.298388656,0.060303327
5.299072247,0.046416763
5.299755838,0.040342402
5.300439429,0.058261845
5.301123019,0.069972567
5.30180661,0.059644256
5.302441772,0.04330828
5.303076468,0.055832561
5.303711165,0.047161084
5.304394756,0.060914986
5.305029452,0.023349412
5.305712577,0.111153148
5.306347739,0.053324211
5.306982435,0.064576678
5.307666026,0.047654144
5.308301188,0.072005443
5.308984313,0.042362902
5.309667904,0.073804028
5.3103026,0.06544444
5.310986657,0.037346568
5.311621353,0.046129126
5.312304478,0.03657363
5.312988069,0.026133031
5.313672125,0.045464233
5.314306822,0.043010816
5.314989947,0.058464721
5.315674003,0.06584765
5.316357594,0.058804382
5.317040719,0.053687397
5.317724776,0.060429566
5.318407901,0.043301001
5.319091957,0.065229438
5.319775548,0.032729559
5.320458673,0.064056091
5.321093369,0.043396801
5.321777426,0.057476539
5.322412122,0.05201941
5.323095713,0.029176518
5.323779304,0.018387889
5.324414466,0.006199145
5.325048696,0.065220714
5.325683393,0.04167958
5.326367449,0.043851662
5.327002145,0.037169889
5.327636842,0.045012284
5.328320432,0.027761851
5.328955129,0.043762535
5.329589825,0.022700528
5.330224521,0.046011258
5.330908112,0.035241909
5.331542809,0.051421337
5.332226865,0.040988375
5.33290999,0.059735931
5.333544686,0.0605404
5.334179848,0.068765141
5.334862974,0.052745905
5.33554703,0.041480102
5.336279515,0.066051371
5.33696264,0.069469199
5.337597802,0.009896489
5.338232499,0.054079566
5.338915624,0.034780134
5.33959968,0.060029514
5.340283271,0.048532944
5.340966862,0.050192446
5.341699347,0.036132958
5.342382938,0.04538529
5.343017634,0.058781464
5.343701225,0.0470648
5.344384816,0.029088117
5.345068406,0.047275435
5.345751531,0.048040856
5.346435588,0.025850121
5.347070284,0.060120463
5.347704981,0.044901568
5.348340143,0.048642568
5.348974839,0.04403647
5.349657964,0.056272145
5.35034202,0.062022977
5.351025611,0.050884619
5.351610947,0.065111935
5.352246109,0.045803532
5.3529297,0.060836285
5.353564397,0.060062014
5.354247987,0.04418502
5.354932044,0.051329538
5.355566274,0.05433495
5.356249865,0.082806684
5.356885027,0.061143812
5.357568152,0.056023918
5.358252209,0.071924075
5.358984694,0.078933142
5.359667819,0.059453629
5.360302981,0.068009183
5.360986106,0.065823391
5.361670163,0.052536845
5.362353288,0.068196654
5.363036878,0.065205671
5.363720935,0.059107665
5.36440406,0.046410214
5.365088116,0.050339904
5.365771241,0.036771778
5.366406403,0.061714966
5.3670411,0.053810481
5.367724225,0.105467312
5.368408281,0.083148405
5.369042978,0.054914713
5.369726568,0.082206182
5.370361265,0.066519089
5.370995961,0.049726792
5.371630657,0.058390263
5.372314248,0.058808871
5.372948945,0.065284617
5.373633001,0.041288503
5.374218803,0.042640354
5.374902394,0.055631869
5.37553709,0.056330957
5.376220681,0.057195451
5.376855377,0.033293556
5.377538968,0.081870399
5.378222559,0.052098595
5.378906149,0.056729067
5.379590206,0.062651485
5.380273331,0.060024783
5.380956922,0.059412643
5.381640512,0.058695972
5.382324103,0.036115132
5.38300816,0.057319745
5.383691285,0.051613055
5.384374876,0.023472859
5.385009572,0.099541135
5.385742057,0.0544088
5.386426114,0.059811722
5.387109239,0.043545958
5.387793295,0.06913548
5.38847642,0.068905927
5.389111582,0.059476309
5.389794707,0.060009021
5.390429404,0.059983313
5.39111346,0.030181676
5.391748156,0.036280051
5.392480176,0.028894095
5.393066444,0.086774081
5.39370114,0.042490959
5.394384731,0.044728525
5.395019427,0.034486555
5.395703483,0.059555128
5.39633818,0.049537741
5.396972876,0.074334681
5.397656467,0.034253001
5.398291163,0.083377227
5.398974288,0.055868454
5.39960945,0.047320426
5.400293041,0.057985365
5.400976632,-0.001425945
5.401611328,0.054892037
5.402294919,0.062046502
5.40297851,0.053274252
5.403613206,0.048715569
5.404345691,0.054168697
5.404980853,0.043069147
5.405663978,0.073684946
5.406347569,0.076422364
5.406982265,0.05571045
5.407666322,0.051912576
5.408349447,0.053567469
5.409033503,0.072415918
5.409716628,0.053890638
5.410449114,0.052076526
5.411084276,0.035220928
5.411718972,0.042783689
5.412353668,0.050780699
5.413037259,0.057204179
5.413671955,0.05369322
5.414355081,0.041281227
5.414990243,0.060594603
5.415624939,0.06274765
5.416259635,0.047928199
5.416943692,0.061527975
5.417578388,0.053531088
5.418261513,0.052335426
5.418896675,0.051505737
5.419531371,0.058751754
5.420166068,0.053026143
5.420849659,0.028857108
5.421533249,0.057714824
5.42221684,0.050752684
5.422851536,0.049739886
5.423535127,0.060693435
5.424169824,0.038775302
5.424853414,0.049508151
5.425537005,0.050461892
5.426221061,0.0587851
5.426953547,0.031191444
5.427636672,0.042785753
5.428320263,0.043491874
5.429003853,0.061656516
5.429687444,0.043696202
5.430371501,0.056877617
5.431054626,0.063723102
5.431738216,0.059498012
5.432421807,0.074628264
5.433105398,0.078005709
5.433789454,0.056641273
5.43447258,0.078832246
5.435107276,0.057047144
5.435790867,0.039373137
5.436425563,0.063678592
5.437109619,0.056351937
5.437792744,0.051984366
5.438427906,0.056640908
5.439062603,0.055948246
5.439697299,0.053753003
5.44038089,0.043320406
5.441015586,0.071557008
5.441699177,0.048087541
5.442382768,0.036647603
5.443017464,0.053671394
5.44365216,0.077237502
5.444287322,0.020940015
5.444970448,0.073205106
5.445654504,0.051013768
5.446337629,0.02365136
5.447021686,0.068186834
5.447656382,0.071129791
5.448339973,0.065581106
5.449023098,0.031088976
5.449707154,0.067796238
5.450390745,0.058322962
5.45112323,0.072953358
5.451757926,0.06812802
5.452441052,0.059848953
5.453125108,0.044647884
5.453759804,0.06805744
5.45449229,0.070432037
5.45517588,0.049411748
5.455810577,0.037826534
5.456494167,0.068881795
5.457128864,0.060585994
5.45776356,0.053478826
5.458398256,0.085785896
5.459082313,0.04656313
5.459717009,0.052942108
5.4604006,0.050553083
5.461035296,0.046339035
5.461669993,0.05741033
5.462304689,0.042010751
5.46298828,0.069585733
5.463622976,0.045217097
5.464307033,0.063030437
5.464990158,0.110033274
5.465624854,0.062720731
5.466260016,0.06035741
5.466943141,0.066886514
5.467627198,0.059615761
5.468310323,0.042289417
5.468993913,0.057608716
5.46962861,0.060908679
5.470312666,0.049451642
5.470995791,0.068815708
5.471679848,0.063526407
5.472363438,0.059751697
5.473046564,0.058590107
5.473779049,0.044364125
5.474463105,0.049922146
5.47514623,0.070027255
5.475830287,0.058804017
5.476513878,0.057087038
5.477148574,0.051393688
5.477831699,0.052123453
5.478515755,0.074295878
5.479199346,0.057595499
5.479834042,0.072089352
5.480468739,0.069122024
5.481103435,0.059798989
5.481787026,0.060752247
5.482421722,0.070628606
5.483105779,0.042938665
5.483740475,0.065691821
5.484375171,0.054340892
5.485009868,0.045756239
5.485693458,0.054360535
5.486328155,0.053136859
5.487011746,0.051421698
5.487646442,0.048436541
5.488281138,0.054666363
5.488965195,0.070990458
5.48964832,0.055370908
5.490331911,0.043895803
5.491015501,0.044451922
5.491699092,0.065239631
5.492383149,0.064828545
5.493017845,0.048769772
5.49370097,0.072660752
5.494384561,0.064732134
5.495068617,0.047514327
5.495751742,0.068382792
5.496435799,0.068054169
5.497168284,0.073876306
5.497851409,0.090143889
5.498486571,0.054515269
5.499169696,0.058280159
5.499853753,0.060111005
5.500536878,0.062518097
5.50117204,0.073152602
5.501855165,0.06755662
5.502489861,0.057453986
5.503125023,0.067966133
5.503759719,0.049512032
5.50444331,0.045733318
5.505078472,0.055588577
5.505713169,0.039130606
5.506396294,0.047001258
5.507031456,0.064506099
5.507666152,0.056609865
5.508349277,0.071001254
5.509033334,0.043961044
5.50966803,0.059865445
5.510351621,0.075722553
5.511034746,0.00805776
5.511669908,0.050144788
5.512353498,0.047610004
5.513037089,0.026869347
5.513671786,0.055863243
5.514355842,0.057742957
5.515038967,0.066360109
5.515722558,0.038975146
5.516406149,0.057165254
5.517089739,0.058708582
5.517773796,0.061812218
5.518456921,0.058308534
5.519140512,0.074466251
5.519824103,0.058181569
5.520556588,0.062068935
5.52119175,0.053377811
5.521826446,0.056197446
5.522509571,0.05582577
5.523193162,0.049406532
5.523827858,0.0564561
5.524511915,0.083567977
5.52519504,0.055362057
5.525830202,0.057200179
5.526464898,0.060905404
5.527099594,0.060888063
5.527783185,0.049706295
5.528466776,0.04604885
5.529101472,0.061838411
5.529736634,0.055586759
5.530371331,0.05330275
5.531006027,0.031486966
5.531689618,0.066737607
5.532372743,0.032394264
5.533056799,0.056197811
5.533691496,0.041889247
5.534375086,0.055832926
5.535058677,0.087506272
5.535742268,0.052385993
5.536425393,0.033021443
5.53710945,0.06992612
5.53779304,0.060730662
5.538476631,0.082014583
5.539111327,0.049408231
5.539794918,0.059969854
5.540478509,0.080609977
5.5411621,0.046454113
5.54184569,-0.006414631
5.542529281,0.069671713
5.543261301,0.073653787
5.543896463,0.073370755
5.544531159,0.039305836
5.545165855,0.070961595
5.545849912,0.059948631
5.546484608,0.048096634
5.547167733,0.051344696
5.547802895,0.043345749
5.548437592,0.052077375
5.549072288,0.078004375
5.549706984,0.063125387
5.550341681,0.048997629
5.551025271,0.062942639
5.551611539,0.057104621
5.552294664,0.080980688
5.552929826,0.061075661
5.553613417,0.055548199
5.554247648,0.060891703
5.554931704,0.072958216
5.5555664,0.046907883
5.556249991,0.070667408
5.556933582,0.061464433
5.557568744,0.050409991
5.558251869,0.040176876
5.55893546,0.037422359
5.559667945,0.043314464
5.560302641,0.080584876
5.560986698,0.076611899
5.561669823,0.050396897
5.562353414,0.051802106
5.563037004,0.075605772
5.563720595,0.058707613
5.56445308,0.054943938
5.565137137,0.06473311
5.565820262,0.05884549
5.566454958,0.062439639
5.567138549,0.072039276
5.567822605,0.063628636
5.56850573,0.048552226
5.569189321,0.062197354
5.569872912,0.050998729
5.570508074,0.060182672
5.57114277,0.065609604
5.571777467,0.037442852
5.572412163,0.072544456
5.573095754,0.061063897
5.57373045,0.051837515
5.574414041,0.033165865
5.575048737,0.101007335
5.575732328,0.072540216
5.57636749,0.052302197
5.577050615,0.047373053
5.577734672,0.042082056
5.578417797,0.05583062
5.579101387,0.050524224
5.579785444,0.049890861
5.58042014,0.061931543
5.581103265,0.056407716
5.581787322,0.032370739
5.582470912,0.039883658
5.583154038,0.066802241
5.583838094,0.060909647
5.584521219,0.069295548
5.585156381,0.069012761
5.585839972,0.070284337
5.586523563,0.04525578
5.587206688,0.05325206
5.587890744,0.066085808
5.588574335,0.053682547
5.589257926,0.059829064
5.589843728,0.053614881
5.590527318,0.049726184
5.591162015,0.058217101
5.591845606,0.053508777
5.592480768,0.049483534
5.593115464,0.034429923
5.59375016,0.059139315
5.594384857,0.083042175
5.595068447,0.046501406
5.595703144,0.053325545
5.596386734,0.055067386
5.597021431,0.049579941
5.597656127,0.045054968
5.598290823,0.042042159
5.59897488,0.06660264
5.599658005,0.064955749
5.600341596,0.056078847
5.601025652,0.059780072
5.601660348,0.068307973
5.602343474,0.06242824
5.60302753,0.055476651
5.603711121,0.067568384
5.604394246,0.047592543
5.605078302,0.046321694
5.605761427,0.043373641
5.606493913,0.04419072
5.607129075,0.05362701
5.6078122,0.0681758
5.608446896,0.054394126
5.609130953,0.061991688
5.609814543,0.041406736
5.610498134,0.023696713
5.611181725,0.069868281
5.611816421,0.042387035
5.612500012,0.040581048
5.613134708,0.054871179
5.613818299,0.054298449
5.614453461,0.047250211
5.615136586,0.059334062
5.615771282,0.068202235
5.616454873,0.058099352
5.61708957,0.042100973
5.617724266,0.029639989
5.618408322,0.044996884
5.619091913,0.056777935
5.619726609,0.054272983
5.620361306,0.05249913
5.621044897,0.04613822
5.621679593,0.052150253
5.622363184,0.050469048
5.623046774,0.053618763
5.623730831,0.046966456
5.624413956,0.060014233
5.625048652,0.07823199
5.625683814,0.04803358
5.626366939,0.059247483
5.627050996,0.048741885
5.627734121,0.057714824
5.628418177,0.064470932
5.629101768,0.047221474
5.629784893,0.05637243
5.63041959,0.060741819
5.631103646,0.058222678
5.631787237,0.054547645
5.632470828,0.052197061
5.633154418,0.061683919
5.633837543,0.063426606
5.634472705,0.059846163
5.635156296,0.037491601
5.635790993,0.044330414
5.636426155,0.023290599
5.63710928,0.034366988
5.63779287,0.04772763
5.638379138,0.047720354
5.639013834,0.059618186
5.639648531,0.062391374
5.640332121,0.062977202
5.641015712,0.045965418
5.641650409,0.062615953
5.642333999,0.054858204
5.642968696,0.047151502
5.643603392,0.044698816
5.644286983,0.046303503
5.644971039,0.041169543
5.645654164,0.052599661
5.646337755,0.069767147
5.647021346,0.025834478
5.647704937,0.050709758
5.648388993,0.058590837
5.649072118,0.051780518
5.649756175,0.058610965
5.6504393,0.068159424
5.65112289,0.056391105
5.651855376,0.044021435
5.652490072,0.051716372
5.653174128,0.044923034
5.653857253,0.056273114
5.654540844,0.051883232
5.655224901,0.041963823
5.655908026,0.053369325
5.656592082,0.067728333
5.657275207,0.06908334
5.657910369,0.059510626
5.658593494,0.04542543
5.659228191,0.048401736
5.659863353,0.056797218
5.660498049,0.052331179
5.66118164,0.025648095
5.661767442,0.050974961
5.662451498,0.067773685
5.663085729,0.05254994
5.663720425,0.043551899
5.664404482,0.039208338
5.665039178,0.044175196
5.665722769,0.041649871
5.666357465,0.04752427
5.666992161,0.049487174
5.667675752,0.059887271
5.668359343,0.049649544
5.669042934,0.050394956
5.669726525,0.043108799
5.670410115,0.065023169
5.671044812,0.074050315
5.671679508,0.059320241
5.672411993,0.072423682
5.673095584,0.055943638
5.67377964,0.030644421
5.674462765,0.063497305
5.675097462,0.05932036
5.675781053,0.049476381
5.676465109,0.058513712
5.677148234,0.063535504
5.677832291,0.042170577
5.678466987,0.040360712
5.679150578,0.05614312
5.679785274,0.035258885
5.68041997,0.046537664
5.681054667,0.065204702
5.681738257,0.04042498
5.682421848,0.067620166
5.68305701,0.050288245
5.683691707,0.048615161
5.684326403,0.059299383
5.684960634,0.061318308
5.68559533,0.040088352
5.686279386,0.028613126
5.686962977,0.054876395
5.687597673,0.050700907
5.68823237,0.050760083
5.688916426,0.02692816
5.689599551,0.05728846
5.690283142,0.070142947
5.690966733,0.039510407
5.691650324,0.064036928
5.69233438,0.089302681
5.692969076,0.077017412
5.693652201,0.039572131
5.694335792,0.062815554
5.695068277,0.039505433
5.695752334,0.039233319
5.696435459,0.05252872
5.69711905,0.034785956
5.69780264,0.056928545
5.698486231,0.06275408
5.699170288,0.042884946
5.699804984,0.042079147
5.700488109,0.050562907
5.7011717,0.059955422
5.701855756,0.065529332
5.702490453,0.050134722
5.703125149,0.049847446
5.703759845,0.064783797
5.704394542,0.05103996
5.705078132,0.057589799
5.705712829,0.071238205
5.70639642,0.074732795
5.707031116,0.050426364
5.707665812,0.064675868
5.708349869,0.058118876
5.708984565,0.067051075
5.709668156,0.052680541
5.710351281,0.060603458
5.710985977,0.054584511
5.711621139,0.050240222
5.71230473,0.066570744
5.712988321,0.041705411
5.713671912,0.065471731
5.714355502,0.054221448
5.715039093,0.044521526
5.715722684,0.049888555
5.716406275,0.055402439
5.717089865,0.045764968
5.717773456,0.049213115
5.718408152,0.061214991
5.719140638,0.039774764
5.719824228,0.053156141
5.720507819,0.042700138
5.721142981,0.045173202
5.721826106,0.057587616
5.722460803,0.059452903
5.723144393,0.050912268
5.72382845,0.047071952
5.724463146,0.047792263
5.725146271,0.051636942
5.725781433,0.067840256
5.72641613,0.046219829
5.727050826,0.071139373
5.727734417,0.051933192
5.728418007,0.053775314
5.729003809,0.051543206
5.729638506,0.055231698
5.730273202,0.068604589
5.730957258,0.066509627
5.731640849,0.050409023
5.732275546,0.062670283
5.732958671,0.053083017
5.733593833,0.053371992
5.734277423,0.052628763
5.73491212,0.042697955
5.735595711,0.048606429
5.736279301,0.035506628
5.736962892,0.060954396
5.737646483,0.047341403
5.738281179,0.063133024
5.739013664,0.042473253
5.739648361,0.049867578
5.740380846,0.06250003
5.741064437,0.049018607
5.741748028,0.066842377
5.742480047,0.04709281
5.743115209,0.076436795
5.7437988,0.075190932
5.744433496,0.063031048
5.745117087,0.039006677
5.745801143,0.059419554
5.746484268,0.057449013
5.747118965,0.040487312
5.747754127,0.042961705
5.748437252,0.05106676
5.749071948,0.051356703
5.74970711,0.058883082
5.750390701,0.065503865
5.751025397,0.050291155
5.751708988,0.066237271
5.752343684,0.049605649
5.752978381,0.059993621
5.753661972,0.052624397
5.754346028,0.058309626
5.755029153,0.062219545
5.75571321,0.054913256
5.75634744,0.053390302
5.757031497,0.050932761
5.757666193,0.065652408
5.758349318,0.053797387
5.759033374,0.057447437
5.759716965,0.05562726
5.76040009,0.041620281
5.761034787,0.05278774
5.761718843,0.052223496
5.762402434,0.068023123
5.763086025,0.047907948
5.763769615,0.046328362
5.764452741,0.07089927
5.765136797,0.054346349
5.765820388,0.050145514
5.766455084,0.061405014
5.767138675,0.040431529
5.767773837,0.054239031
5.768456962,0.051440254
5.769091658,0.058007918
5.769775249,0.067842685
5.770409945,0.052841704
5.771044642,0.064893052
5.771679804,0.061778262
5.7723145,0.049561385
5.772997625,0.050851636
5.773632787,0.055669945
5.774267484,0.065918103
5.774951074,0.053404368
5.775586236,0.054100547
5.776269361,0.053365685
5.776904058,0.067969769
5.777588114,0.053595964
5.778271705,0.059131552
5.778906401,0.059487101
5.779589526,0.059675664
5.780273583,0.049417567
5.780957174,0.064116478
5.781640299,0.062535077
5.782372784,0.069558449
5.78305684,0.062302489
5.783691537,0.040999774
5.784375127,0.076758876
5.785058718,0.057395779
5.785742309,0.05793431
5.786474794,0.050469171
5.787157919,0.057709731
5.787841976,0.062366758
5.788525566,0.077216648
5.789160263,0.065827034
5.789843388,0.061079782
5.79047855,0.050933491
5.791162141,0.065361135
5.791796837,0.047790565
5.792431999,0.046658564
5.793115124,0.044610899
5.79374982,0.030903442
5.794384982,0.052765548
