mm,N/mm_
1.629003906,0.034278221
1.629687496,0.017069627
1.630371087,0.008437196
1.6310059,0.030919813
1.631738269,0.018802613
1.63242186,0.037155457
1.633056672,0.014827696
1.633740147,0.006951952
1.634423854,0.031967048
1.635058667,0.026878564
1.635693363,-0.010076687
1.636328059,0.034993317
1.637011766,-0.008528507
1.637646463,0.019065393
1.638281276,0.031579733
1.638915972,0.024318313
1.639599563,0.029004687
1.640234375,0.016555831
1.640917966,0.018256925
1.641552662,0.059540335
1.64223637,0.024975928
1.642871182,0.035786506
1.643505762,0.009242875
1.64418947,0.019329384
1.64487306,0.047212619
1.645556651,0.040199671
1.646191347,0.002734749
1.646875055,0.034210194
1.647558529,-0.014278005
1.648242236,0.047168601
1.648925827,0.022397975
1.649609301,0.047646381
1.650341786,0.028105149
1.650976483,0.04552244
1.651708968,0.036706053
1.652392675,0.011166003
1.65307615,0.01224295
1.653710962,0.003119035
1.654443331,-0.020743931
1.655126922,0.020413607
1.655810629,0.03893695
1.656494103,0.029553043
1.657128916,0.024778388
1.657763729,-0.021234443
1.658398425,0.041309725
1.659082016,0.020613329
1.659716829,0.02037929
1.660400419,0.042071141
1.661035232,-0.00185716
1.661669929,0.020286886
1.662353519,0.018445611
1.662988332,0.058484729
1.663671806,0.022445993
1.664306619,0.03053504
1.66499021,0.008825848
1.665576245,0.013461897
1.666259719,0.029523941
1.66694331,0.034473822
1.667627017,-0.006720944
1.668261713,0.013472083
1.668945304,0.048793785
1.669580117,0.032080311
1.670263591,0.007323506
1.670947298,0.009560829
1.671630889,0.011892861
1.672314364,0.062960833
1.672998071,0.041331552
1.673681661,0.04009296
1.674365252,0.023399008
1.675048843,0.021631341
1.675683656,0.020124877
1.676416025,-0.007952139
1.677050837,0.018650183
1.677734428,-0.014765123
1.678417902,-0.007953352
1.67910161,0.063495852
1.679687528,0.025342995
1.680371002,0.015413523
1.681005815,0.028159598
1.681689522,0.009956757
1.682324219,0.028565468
1.683007809,0.018419176
1.683593728,0.025788156
1.68422854,0.01985749
1.684912131,0.016011719
1.685546828,0.04304938
1.686230418,0.012406171
1.686865231,-0.020542996
1.687500044,0.035240453
1.688183518,-0.002269822
1.688818331,0.011705022
1.689502038,-0.010473464
1.690185512,0.034371112
1.690869103,0.020538995
1.691503916,0.028791869
1.692236285,-0.006725916
1.692919992,0.027209735
1.693603466,0.013318684
1.694287057,-0.001428613
1.694970764,0.037641726
1.695703133,0.008597143
1.696386724,0.038603231
1.697070315,0.016254732
1.697705011,0.033493765
1.698388718,0.018973717
1.699072192,-0.006322228
1.6997559,-0.022189278
1.70043949,0.01892703
1.701074187,0.003087749
1.701757777,0.006420694
1.70239259,-0.001824177
1.703027403,0.01965886
1.703710877,0.006855305
1.70434569,-0.003249152
1.705029281,-0.001349912
1.705664094,0.011145388
1.70629879,0.004486046
1.706982381,0.017036643
1.707617193,0.026739351
1.708300784,0.009993621
1.708935481,0.011604251
1.709667966,0.022580598
1.710302662,0.020245049
1.710937475,0.002535876
1.711621066,0.01707375
1.712255878,0.013583525
1.712939469,-0.000284364
1.713671954,0.000256837
1.714355429,0.024655912
1.715039019,0.017078115
1.715673832,0.027837276
1.716357423,0.057654921
1.717041014,0.005490598
1.717724605,0.017017847
1.718408195,0.041868389
1.719091786,0.044278149
1.719824155,-0.031437244
1.720458968,-0.016235087
1.721142558,0.027211312
1.721777371,0.01006832
1.722460962,0.048341833
1.723095658,0.001550362
1.723779365,0.003020084
1.72446284,-0.004887188
1.725048758,0.036961921
1.725683571,0.03606699
1.726367278,0.006331444
1.727001858,0.019564394
1.727685565,0.029987169
1.728320378,0.014995889
1.728955074,0.008347339
1.729589771,0.033310413
1.730273478,0.011856966
1.730957069,0.025484389
1.731591765,0.012078758
1.732275356,0.019299068
1.732910168,0.023285627
1.733593759,0.027295955
1.734228455,0.069179982
1.734912163,0.036092214
1.735595753,0.018829655
1.73623045,0.035245668
1.736962935,0.019700089
1.737597748,0.044395413
1.738281222,-0.025963988
1.738964813,0.016978679
1.739648404,0.010055588
1.740331994,0.008086743
1.741015702,0.025723036
1.741699176,0.023969557
1.742382767,0.058472604
1.743017579,0.012699752
1.743749948,0.060327701
1.744384761,0.010715507
1.745068352,0.018181497
1.745703048,0.00402694
1.746386755,0.026765181
1.747070346,-0.000612505
1.747705159,0.023608312
1.748339855,0.004619558
1.749023446,-0.001313412
1.749658259,0.012814347
1.750341733,0.005410564
1.750976546,0.023543555
1.751611358,0.025160491
1.752246171,0.022057828
1.752880868,0.0185904
1.753613236,0.012678531
1.754248049,0.020972028
1.75493164,0.013913727
1.755566336,0.022531727
1.756250043,0.025085915
1.756884856,0.010936692
1.757568331,0.015580503
1.758251921,0.013056026
1.758935628,0.034998167
1.759619103,0.026678719
1.76030281,0.044976752
1.760986284,0.02402922
1.761621097,0.017997662
1.762304688,0.025161704
1.762988279,0.034608912
1.763720764,0.028042335
1.764404355,0.02508446
1.765087829,0.011548955
1.765771536,0.017242549
1.766406349,0.028959455
1.767040929,0.024341838
1.767724636,0.004169304
1.768408227,0.007273909
1.769042923,0.020506011
1.769726514,1.89172E-05
1.770312549,0.03283821
1.770996139,0.017424932
1.771630836,0.005691411
1.772265648,0.017284144
1.772949239,-0.001264785
1.773584052,0.032465324
1.774218748,0.014744023
1.774853445,0.021568527
1.775537152,0.013016252
1.776220626,0.020134335
1.776855439,0.016501989
1.77753903,0.021096446
1.778222737,0.029768288
1.778857433,0.011171217
1.779541024,0.001023106
1.780224615,0.014082164
1.780908206,-0.001276426
1.781591796,0.018562995
1.782275387,0.00763091
1.782958978,0.024495965
1.783642569,0.027347369
1.784326159,0.00245281
1.78500975,0.015914222
1.785693457,0.03452342
1.786376932,0.002563524
1.787060522,0.01566272
1.787792891,0.014289525
1.788476598,0.022235479
1.789111411,0.014499797
1.789794886,0.003577656
1.790429698,0.020474238
1.791064511,0.010973557
1.791748102,0.024502514
1.792431576,0.013945377
1.793066389,-0.000747836
1.793701202,0.020113356
1.794336014,0.016333189
1.795019489,0.018122928
1.795703196,0.026015405
1.79638667,0.014094775
1.797021483,0.007388867
1.797656296,0.022219473
1.798290992,0.010712718
1.798974583,0.019189931
1.799609396,0.022331158
1.800292986,0.014586016
1.800976461,0.018054534
1.801611274,0.03100894
1.802294981,0.022211349
1.802978572,0.029403282
1.803613268,-0.025193233
1.804296859,0.046462119
1.804980566,0.029941453
1.80566404,0.039253931
1.806347631,0.016025785
1.806982444,0.024398953
1.807666034,0.021361651
1.808349625,0.01568188
1.8090331,0.025685566
1.809716807,0.020235835
1.810400398,0.00629555
1.811083988,0.030389402
1.811718685,-0.005623989
1.812353497,0.027793622
1.813037205,0.013561577
1.813720679,0.0035032
1.814355492,0.028723961
1.814990304,0.010962886
1.815625001,0.022511477
1.816259697,0.023060439
1.816943404,-0.002116423
1.817578101,0.020122573
1.818261691,0.025654523
1.818896504,0.018865306
1.819482422,0.008667355
1.820166013,0.034390513
1.820800826,0.031051748
1.8214843,0.010866723
1.822168007,0.011025579
1.822851482,0.020528566
1.823486295,0.003885546
1.824169885,0.05632247
1.824853593,0.045662865
1.825537067,0.041407101
1.826220774,0.032407966
1.826904248,0.017848143
1.827587839,0.006560027
1.828271546,0.026965024
1.828955021,0.013050569
1.829638728,0.009030784
1.830322319,-0.013090465
1.831005793,0.035616737
1.8316895,0.030538557
1.832372975,0.007392384
1.833056682,0.010076202
1.833691378,0.016613068
1.834374969,0.028031057
1.83505856,0.005927755
1.835693372,0.007124754
1.836376963,0.029460398
1.837060554,0.031541776
1.837695367,0.025977813
1.838330063,0.006047928
1.838964876,0.037890196
1.839648467,0.033394087
1.840283163,0.017907441
1.84096687,0.036561869
1.841650344,0.027441107
1.842285157,0.037266776
1.84291997,0.027539816
1.843603444,0.014218707
1.844287151,0.010987259
1.844921848,0.020156769
1.845654217,0.024459586
1.846337924,0.012388952
1.846972737,0.028689886
1.847656211,0.019786308
1.848339802,0.025418179
1.849023509,0.012430788
1.849706983,0.029368965
1.85039069,0.017562687
1.851123059,0.017765684
1.851757756,0.015178755
1.852441463,0.018982932
1.853124937,0.021111362
1.85375975,0.013590316
1.854443341,-0.012551689
1.855126931,0.014797986
1.855810522,-8.75527E-05
1.856494229,0.016173121
1.857128809,0.016185125
1.857763622,0.017347807
1.858398435,0.012618748
1.859033247,0.022267736
1.859716722,0.007001671
1.860351535,0.003712381
1.860986347,0.032532383
1.86162116,0.019614719
1.862255856,0.005231699
1.862939447,0.006026828
1.863623038,0.006386983
1.864306745,0.010137926
1.864941325,0.006530074
1.865576138,0.011238519
1.866210951,0.019167982
1.866894541,0.010705199
1.867578132,0.016147291
1.868261723,0.024435453
1.868945314,0.017687468
1.869628904,0.015604514
1.870263717,0.022417983
1.870947191,0.00499196
1.871630899,0.018148758
1.872314489,-0.001982184
1.872997964,0.001701457
1.873730449,0.022746608
1.87441404,0.027188513
1.875048853,0.026601354
1.875732443,0.005349447
1.876415918,0.018783333
1.877099625,0.016589906
1.877783216,0.008266699
1.878466806,0.022377843
1.879150397,-0.000624632
1.87978521,0.005188408
1.880420023,0.007643643
1.881054603,0.01279543
1.88173831,0.021267792
1.882373122,0.015321119
1.883056597,0.015804842
1.88369141,0.010684342
1.884326222,0.01302959
1.885009813,0.013770272
1.885644509,0.032816991
1.8863281,0.025521738
1.887011807,0.008673539
1.887646387,0.014789133
1.8882812,0.036768869
1.888916013,0.001445105
1.889599604,0.007947046
1.890283194,0.01914579
1.890966785,0.021662021
1.891650492,0.013925126
1.892333967,0.03047259
1.892968779,0.028377388
1.89365237,0.012306977
1.894287067,0.024003148
1.895019552,0.012117442
1.895703026,0.005443305
1.896386733,0.014283947
1.897070324,0.027297772
1.897753915,0.038128238
1.898388611,0.027458569
1.899072318,0.018938793
1.899755793,-0.001152737
1.9004395,0.013739835
1.901123091,0.00344754
1.901757787,0.034551553
1.9023926,0.040608574
1.903027296,0.014067733
1.903711003,0.017203139
1.9043457,0.002916645
1.90502929,0.002295166
1.905664103,-0.010986411
1.906298916,0.034339827
1.90698239,0.031684142
1.907568309,0.007394809
1.908300794,0.025238829
1.90893549,0.001566975
1.909619081,0.03664542
1.910302788,0.036596794
1.910937601,0.035196435
1.911621075,0.017237941
1.912255888,0.037057597
1.912939479,0.013661619
1.913623069,0.017822314
1.91430666,-0.003062526
1.914990135,0.011537313
1.915673842,-0.008329028
1.916357432,0.022774257
1.917041023,0.008952205
1.917724614,0.020702943
1.918408205,0.033093713
1.919140574,0.030042829
1.919824281,0.024270656
1.920507755,0.023949549
1.921191462,0.045262087
1.921826159,0.009960637
1.922509749,0.019424455
1.92319334,0.015814301
1.923828153,0.014347974
1.924511627,0.01819326
1.925195334,0.008652682
1.925830147,0.023440361
1.926464844,0.01296144
1.92709954,0.026949624
1.927734353,0.009515841
1.928417943,0.035385244
1.929052756,0.021572165
1.929687453,0.027964605
1.930322265,0.023687376
1.931005856,0.023862723
1.931640669,0.03127924
1.932324143,0.027093079
1.93300785,0.001358644
1.933642663,0.029581783
1.934326137,0.034930017
1.93496095,0.036863573
1.935644541,0.025824413
1.936328132,0.01288565
1.937060617,0.009332246
1.937744091,0.014174931
1.938378904,-0.002748937
1.939062495,0.005827591
1.939697308,0.017605493
1.940380782,-0.003444266
1.941064489,0.014280673
1.941796858,0.01791399
1.942431671,0.023458671
1.943164156,0.013066576
1.943798736,0.018366668
1.944433548,0.028279407
1.945117256,0.046502739
1.94580073,0.010877515
1.946435543,0.01625352
1.947070356,0.028207619
1.947753946,0.029148143
1.948388643,0.03172731
1.949023455,0.015324151
1.949658152,0.014219556
1.950292964,0.023632564
1.950976555,0.025140483
1.951611252,0.021021262
1.952246064,0.018620716
1.952929772,0.030169308
1.953564351,0.043878343
1.954248175,0.023893161
1.954931533,0.019759387
1.955566462,0.034060553
1.956250053,0.03289666
1.956933644,0.019222308
1.95756834,0.016162936
1.958251931,0.022154719
1.958935522,0.018706208
1.959619112,0.00652389
1.960302703,0.015918951
1.960937399,0.024440061
1.96162099,0.022744911
1.962304814,0.038653068
1.962988172,0.031482719
1.963720657,0.015902823
1.964404248,0.024098583
1.965087838,0.017679585
1.965771429,0.034387238
1.966406126,0.019573005
1.967089949,0.017818918
1.967724646,0.034167022
1.968408236,0.018267959
1.969091827,0.043854211
1.969726523,0.046856347
1.970410114,0.025867825
1.970996149,0.019768603
1.97167974,0.023407498
1.97236333,0.018077938
1.972998027,0.021894606
1.973681618,0.032190055
1.974316314,0.026697272
1.974951243,0.025294367
1.975634834,0.014936348
1.976318425,0.022268463
1.977002015,0.033423431
1.977685606,0.032277364
1.978369197,0.028082473
1.979003893,0.028024752
1.979687484,0.023634868
1.98032218,0.024665492
1.981006004,0.025878862
1.981689362,0.024525916
1.982372953,0.037929852
1.983105438,0.036942638
1.983789029,0.037062082
1.984423958,0.021116938
1.985107316,0.023576541
1.985790906,0.039649498
1.98647473,0.012112348
1.987158088,0.092252918
1.987841912,0.037548594
1.988525502,0.008921161
1.989160199,0.039197061
1.989843789,0.020107294
1.99052738,0.002700674
1.991162077,0.022846045
1.991796773,0.016424501
1.992480597,0.020148039
1.993066398,0.031365577
1.993701328,0.034295201
1.994335791,0.015360287
1.995019615,0.055676859
1.995654311,-0.021891454
1.996337902,0.023786206
1.996923704,0.004572022
1.997558633,-0.011951795
1.998242224,0.043057747
1.99887692,0.018316343
1.999560511,0.023523791
2.000244102,0.009644381
2.000878798,0.014088591
2.001562621,0.024984417
2.002197318,0.005191076
2.002880909,0.003115397
2.003564266,-0.016135044
2.00424809,0.057519224
2.004980575,-0.034761947
2.005615272,0.000891655
2.006298862,0.013322565
2.006933792,0.027627733
2.00761715,0.035230026
2.00830074,0.015154623
2.009033225,0.012195293
2.009716816,-0.005853906
2.010400407,0.024347052
2.011083998,0.011275747
2.011718694,0.01695006
2.01235339,0.029723542
2.013037214,0.024005329
2.013720805,0.014173233
2.014355501,0.025663739
2.015038859,0.028957758
2.015673788,0.039973635
2.016308485,0.023051102
2.016943414,0.012143028
2.017627005,0.015728083
2.018261701,0.023987746
2.018945292,0.027883114
2.019580221,0.038466685
2.020263579,0.030977776
2.020898275,0.000124417
2.021582099,0.025483539
2.022265689,0.027061066
2.02294928,0.046735447
2.023632871,0.00979014
2.024267567,0.018103525
2.024951158,0.03120357
2.025634749,0.039330453
2.02631834,0.02279087
2.02700193,0.026673747
2.027685754,0.021171145
2.028369112,0.01399364
2.029003808,0.045736592
2.029687399,0.024830289
2.030371223,0.019214669
2.031054813,0.016326034
2.031738171,0.020548088
2.032421762,0.021702159
2.033056691,0.038700726
2.033740282,0.044304583
2.034374978,0.008697429
2.035009908,0.020245414
2.035693498,0.001611237
2.036327962,0.008456113
2.037011553,0.015603664
2.037646482,0.023478074
2.038281178,0.028150139
2.038916107,0.020972392
2.039599698,0.026182992
2.040234394,0.020556334
2.040917985,-0.012458557
2.041552681,0.052584257
2.042187378,0.031966686
2.042870969,0.001254478
2.043505898,-0.014902636
2.044189489,0.008396087
2.044873079,0.030337743
2.045556437,0.027302139
2.046240261,0.024293818
2.046874957,0.040308204
2.047558548,0.022135923
2.048242139,0.020741506
2.048925962,0.025408963
2.04960932,0.019855792
2.050341805,0.00899586
2.051025396,0.014920462
2.051708987,0.01808388
2.052343916,0.024073603
2.053027507,0.019217579
2.053710865,0.021732597
2.054394456,0.016452756
2.055078046,0.023762196
2.05576187,0.007170107
2.056445461,0.016620828
2.057079924,0.026074097
2.057763515,0.023928449
2.058398444,0.047072198
2.059082035,0.035005081
2.059716731,0.028889244
2.060400555,0.058921281
2.061084146,0.039199486
2.061718609,0.019362004
2.062353538,0.019949771
2.063037129,0.022212319
2.063671825,0.034177452
2.064355416,0.014225498
2.064990345,0.029797269
2.065625042,0.021348797
2.066259971,0.0215775
2.066894434,0.034754913
2.067578025,0.026702851
2.068261616,0.056431606
2.06894544,0.029976012
2.069580136,0.037704054
2.070263727,0.008488854
2.070898423,0.014044935
2.071582014,0.008342489
2.072265605,0.026566066
2.072949195,0.039841093
2.073632786,0.036209717
2.07431661,0.047447871
2.074951073,0.023358265
2.075634664,0.008444957
2.076318255,0.033908367
2.077002078,0.02604863
2.077685669,0.034578957
2.078369027,0.031086065
2.079003723,0.025556905
2.079638653,0.029328341
2.080273349,0.018192291
2.08095694,0.027173113
2.081591869,-0.009655173
2.08227546,0.036685318
2.082861494,0.033387899
2.083545085,0.025268903
2.084179549,0.042439301
2.084814478,0.034505472
2.085498068,0.016576445
2.086181659,0.007222735
2.086816356,-0.001970057
2.087451285,0.052925132
2.088085981,0.048889946
2.088769339,0.00330942
2.089453163,0.01537205
2.090185648,-0.008223407
2.090869239,0.018384252
2.091552829,0.002387812
2.092187293,-0.022889458
2.092871116,-0.043660793
2.093554707,0.064704366
2.094238298,0.026548604
2.094921889,-0.003515812
2.095654141,0.044618174
2.096337732,0.019632665
2.096972661,0.012947979
2.097656252,0.018161975
2.098388737,0.004088057
2.099023433,0.033853192
2.099755686,0.007384744
2.100390615,0.029805273
2.101074206,0.034912068
2.101757796,0.034102753
2.102392726,0.044660859
2.103027422,0.060980223
2.10371078,0.034713682
2.104345709,0.009736541
2.1050293,0.050495606
2.105663996,0.008772491
2.106298925,0.003888699
2.106933622,0.02823575
2.107568318,-0.002125639
2.108252142,0.011793302
2.1089355,0.034890726
2.10961909,0.026461536
2.110253787,0.011991448
2.110888716,0.020295374
2.111572307,0.043655336
2.112255897,0.02556891
2.112939255,0.003673334
2.113623079,0.008294347
2.11430667,0.028563285
2.11499026,0.006769693
2.115624957,0.026553212
2.11630878,0.038730435
2.116992138,-0.025793491
2.117675729,-0.028301841
2.11835932,-0.004437055
2.119042911,-0.002933501
2.119775396,0.024553807
2.120410092,0.015103571
2.121093683,-0.014769125
2.121728379,0.008168353
2.122412203,0.025942525
2.123046899,-0.027998801
2.12373049,0.068936005
2.124414081,0.002606452
2.125048777,0.000297825
2.125683473,0.042737972
2.126318403,0.021136463
2.127001993,0.025198691
2.12763669,0.013054692
2.12832028,0.004567778
2.128906315,0.007468902
2.129589906,0.039858799
2.130224602,0.028645502
2.130859299,0.020806139
2.131591784,0.01331541
2.13222648,0.024886435
2.132861409,0.015270431
2.133545,0.033437133
2.134179696,0.054556377
2.134911949,0.016058406
2.135546878,0.013565456
2.136230469,0.019221338
2.136962954,0.029208289
2.137646545,0.031697962
2.138281241,0.029426929
2.138964832,0.022135194
2.139648423,0.033174597
2.140332013,0.023137322
2.141015604,0.020014526
2.141699428,0.030054713
2.142382786,0.026231498
2.143066376,0.023936087
2.143701073,0.067212716
2.144384896,0.033455446
2.145068487,0.006247893
2.145751845,0.039481547
2.146386541,0.023318006
2.147021471,0.029060712
2.147705061,0.028760219
2.148291096,0.002279402
2.148974687,0.025911482
2.149609383,0.020548332
2.150292974,0.041117035
2.15092767,0.026668169
2.151562367,0.013377982
2.152197296,0.047049034
2.152880887,0.011198017
2.153515583,0.021031691
2.154199174,0.057364613
2.154834103,0.029095514
2.155517694,0.067036763
2.156152157,0.020214735
2.156835981,0.001569522
2.157519571,0.008059094
2.158203162,0.036836047
2.158886753,0.025657918
2.159570111,0.019013977
2.16020504,0.024867518
2.160937525,0.034807783
2.161572222,0.024470136
2.162255812,0.018524311
2.162939636,0.030102976
2.163622994,0.028481917
2.164355479,-0.005970077
2.164990176,0.072278045
2.165673766,0.021140464
2.166308695,0.010167514
2.166992286,0.016016327
2.167675644,0.037336383
2.168359235,0.004348169
2.169043059,0.034990408
2.169677755,0.06513413
2.170312451,0.027820058
2.17094738,0.008802201
2.171582077,0.027788408
2.172217006,0.031541895
2.172900364,0.024734613
2.17353506,0.039044026
2.174169989,0.02926201
2.174804686,0.013793797
2.175488276,0.011020607
2.176171867,0.020020712
2.176855458,-0.027635979
2.177539049,0.009805055
2.178173745,0.036482684
2.178857336,0.016314151
2.179541159,0.028760582
2.18022475,0.018688988
2.180908108,0.017908048
2.181591699,0.018849663
2.18227529,0.036524277
2.182910219,-0.000826536
2.183642704,0.026124179
2.1842774,0.036326736
2.184960758,0.023734305
2.185693244,0.02191413
2.186377067,0.022103423
2.187060658,0.029014995
2.187744249,0.03188641
2.188427607,0.015076772
2.189062536,0.023895949
2.189697232,0.023861995
2.190380823,0.024783604
2.191064414,0.021493101
2.191748237,0.031018643
2.192382701,0.016428139
2.193017397,0.029594637
2.193652326,0.022641715
2.194287023,0.01903932
2.194970613,0.016259097
2.195605543,0.024732308
2.196289133,0.030389767
2.19692383,0.005309308
2.19760742,0.014579832
2.198242117,0.02030059
2.198925707,0.02689166
2.199609298,0.015178634
2.200244227,0.036354385
2.200927818,0.04974195
2.201562515,0.026220584
2.202246105,0.041604277
2.202929696,0.023177944
2.203613287,0.00776321
2.204296878,0.032161072
2.204980468,0.009628858
2.205664059,0.024359785
2.20634765,0.032537598
2.206982346,0.009857441
2.207665937,0.020702943
2.208349761,0.023333041
2.209033351,0.030710025
2.209716709,0.047148593
2.2104003,0.008427979
2.211083891,0.014781252
2.21171882,0.024775479
2.212353516,0.035102941
2.213037107,0.041998748
2.213672036,0.009935172
2.214355394,0.014647739
2.214990091,0.024322435
2.21562502,0.022233419
2.216259716,-0.010818945
2.216894645,0.020804685
2.217578236,0.022365354
2.218212932,0.0106094
2.218847862,0.014788891
2.219482325,0.011495478
2.220117021,0.009016475
2.220800845,0.031587612
2.221484436,0.010089541
2.222119132,0.018237038
2.222754061,0.041219261
2.223437652,-0.016672729
2.224072115,0.01422768
2.224755706,0.025944829
2.22543953,0.022860838
2.226123121,0.012289394
2.226855606,-0.004033609
2.227538964,0.009803601
2.22817366,0.014379624
2.228857484,0.026018679
2.229541074,0.00994269
2.230224665,0.018373094
2.230908256,0.011998239
2.231640508,0.039130121
2.232324099,0.016460881
2.233007923,-0.013511494
2.233642619,0.036244035
2.23432621,0.016911499
2.234961139,0.000669257
2.235693391,0.010210806
2.236328088,0.041238908
2.237011679,0.02636319
2.237646608,0.01196768
2.238281304,0.014709705
2.238916,0.043328892
2.239599591,0.020948382
2.240234287,0.015752213
2.240917878,0.021592053
2.241601469,0.046980765
2.242236398,0.036339108
2.242919989,0.012326137
2.243554685,0.011884978
2.244238276,0.023283808
2.244921867,0.018969472
2.245605458,0.017449426
2.246337943,0.031258624
2.246972639,0.027163291
2.24765623,0.018609196
2.248290926,0.015454752
2.248974517,0.018547595
2.249707002,0.018416507
2.250341931,0.032658741
2.251025522,0.009524935
2.25170888,0.036818221
2.252392471,0.031368367
2.253076062,-0.009920984
2.253759885,-0.005344475
2.254394582,0.012426423
2.255078172,0.020925341
2.25576153,0.038367007
2.256445354,0.022964641
2.257031156,0.023755647
2.257666085,0.017787389
2.258349676,0.030328285
2.258984372,0.016661089
2.259619301,0.045683116
2.260302892,0.044006031
2.260888461,-0.005057685
2.26152339,0.017904531
2.262206981,0.021231171
2.262890572,0.043435
2.263525501,0.013934463
2.264160197,0.018009424
2.264843788,0.038263205
2.265478717,0.01774616
2.266162075,0.001930768
2.266796771,0.017676918
2.267480362,0.008000887
2.268164186,0.029687284
2.268847777,-0.002306687
2.269482473,0.01626322
2.270165831,0.013462625
2.270849654,0.015726384
2.271533245,0.035966706
2.272216836,0.032192964
2.272900427,0.003352833
2.273583785,0.023997327
2.274267608,0.036883462
2.274951199,0.032381047
2.27563479,0.014262726
2.276318381,0.007213155
2.277001971,0.023502083
2.277685562,0.023452971
2.278369153,0.034474429
2.279003849,0.034225959
2.27968744,0.008520383
2.280371264,-0.010434053
2.28100596,0.038395382
2.281689318,0.014652953
2.282324247,0.046706099
2.282958943,-0.013012856
2.28359364,0.040021777
2.284228569,0.029688859
2.28491216,0.030141175
2.28559575,0.051835451
2.28623068,-0.002112785
2.286914038,0.009930806
2.287548734,0.018708633
2.288232325,0.035694711
2.288916148,0.034534089
2.289599739,0.01152155
2.290283097,0.008154287
2.290966688,0.01508332
2.291650278,0.029495928
2.292285208,0.011032612
2.292968798,0.024720183
2.293652389,0.035945967
2.294287318,0.008093291
2.295019571,0.012228883
2.295703162,0.015719593
2.296386752,0.006816379
2.297070343,0.037274055
2.297753701,0.017974379
2.29838863,0.015439715
2.299072221,0.023138292
2.299755812,0.023442665
2.300439402,0.040593538
2.301074332,0.02659153
2.301757922,-0.002180087
2.302392386,0.001467903
2.303027315,0.03900243
2.303662011,0.026417395
2.304345602,0.050780941
2.304980531,0.007667775
2.305664122,0.018600829
2.306298818,0.008430041
2.306933748,0.031918302
2.307568211,0.019756841
2.308251802,0.023966525
2.308886731,0.009216924
2.309570322,0.037817076
2.310253913,0.017012389
2.310888842,0.024390707
2.3115722,0.028100178
2.312206896,0.027039479
2.312939381,0.034389786
2.313622972,-0.005261773
2.314257901,0.009586416
2.314941492,0.028284015
2.31562485,0.033234987
2.316308441,0.022919288
2.316992264,0.018246738
2.317675855,0.041156568
2.318359446,0.012497241
2.319043037,0.020405361
2.319775289,0.005697354
2.32045888,0.033037446
2.321142703,0.020689726
2.321826294,0.029684737
2.32246099,0.010437933
2.323144348,0.020894298
2.323828172,0.01540564
2.324511763,0.01754765
2.325146459,0.006659706
2.325781388,0.047589146
2.326416085,0.018730704
2.327099675,0.022936266
2.327734372,0.035100393
2.328369068,0.051397569
2.329052659,-0.008366862
2.329687588,0.036429569
2.330322284,0.014527324
2.331005875,0.023219297
2.331640804,0.023326736
2.332324162,0.02959585
2.333007753,0.021564282
2.333593788,0.024420418
2.334277378,0.02236875
2.334960969,0.032654133
2.33564456,0.025978176
2.336327918,0.037407808
2.337011741,0.041630954
2.337695332,0.018822137
2.338330029,0.035233058
2.339013619,0.035519969
2.339697443,0.03762402
2.340380801,0.021597629
2.341015497,0.029358778
2.341747982,0.032139488
2.342431573,0.036217477
2.343066502,0.022711199
2.343701199,0.028156687
2.344384557,0.024984539
2.34506838,0.04200954
2.345703077,0.045116447
2.346386667,0.035681006
2.347021597,0.020449501
2.347656293,0.057214245
2.348339884,0.015636163
2.348974813,0.010733575
2.349609276,0.016661694
2.350292867,0.035983197
2.350927796,0.029648479
2.351562493,0.031517282
2.352197189,0.041701894
2.352881012,0.031372976
2.353515709,0.026658347
2.354199067,0.049758196
2.354882658,0.031177012
2.355517587,0.049983144
2.356201177,0.040252302
2.356884768,0.027477123
2.357568359,0.038397688
2.35825195,0.022792203
2.358935541,0.008230804
2.359668026,-0.025932945
2.360351617,0.018626537
2.360986313,0.028432563
2.361669904,0.030268988
2.362353494,0.041307785
2.363037085,0.020704156
2.36376957,0.032768
2.364453161,0.034406036
2.365136519,-0.012476626
2.365820343,0.019173682
2.366455039,0.043240614
2.36713863,0.051039718
2.367773559,0.064486213
2.36845715,0.012860185
2.36914074,0.023357779
2.369775204,0.044698086
2.370459028,0.025397805
2.371044829,0.016622405
2.37172842,0.052461177
2.372363349,0.039270304
2.37304694,0.044803828
2.373681637,0.014181358
2.374365227,0.03785212
2.374999924,0.014182448
2.37563462,0.036756739
2.376318444,0.031512428
2.37695314,0.027178571
2.377636731,0.034617521
2.378320321,0.035453755
2.378955018,0.021609515
2.379638609,0.013858795
2.380322199,0.029549163
2.38100579,0.034386877
2.381640719,0.040482581
2.382373204,0.038508158
2.383056562,0.039588623
2.383740153,0.054097999
2.384423744,0.04035113
2.385107568,0.022177637
2.385791158,0.02457127
2.386474516,0.017339561
2.387158107,0.028488709
2.387841698,0.020640856
2.388525521,0.03657933
2.389160218,0.033554155
2.389843808,0.013906694
2.390478505,0.026226405
2.391113201,0.036753103
2.391796792,0.043785937
2.392480383,0.015057491
2.393066417,0.039238531
2.393750008,0.033824574
2.394384937,0.029316336
2.395019634,0.028922107
2.395654097,0.028678607
2.396337921,0.037043773
2.396972617,0.032170895
2.397656208,0.033584591
2.398291137,0.032333508
2.398925833,0.041358594
2.399609424,0.004680796
2.400244121,0.027440622
2.400927711,0.017690377
