mm,microN
2.6,313733.1
2.6,183732.3
2.6,174493.7
2.6,368069.2
2.6,294369.8
2.6,338693.9
2.6,271315
2.6,227298.5
2.6,294912.3
2.7,394019.9
2.7,263641.7
2.7,357196.4
2.7,412833
2.7,400652.9
2.7,207488.8
2.7,284319.9
2.7,338691.9
2.7,249059.8
2.7,305738.6
2.7,409475.2
2.7,256142
2.7,301938.3
2.7,365090
2.7,185355.9
2.7,270379.5
2.7,168666.2
2.7,101029.1
2.7,232629.2
2.7,206348.6
2.7,227016.1
2.7,335596.2
2.7,255823.7
2.7,121457.9
2.7,246814.1
2.7,203350.8
2.7,261353.3
2.7,373341.7
2.7,168567.2
2.7,356951.8
2.7,198898.4
2.7,395068
2.7,428680.3
2.7,306374.2
2.7,376488.8
2.7,323721.9
2.7,229119.1
2.7,269773.9
2.7,254816.4
2.7,310432.6
2.7,198230.8
2.7,408821.1
2.7,288807.2
2.7,288960.5
2.7,361336.3
2.7,436248.8
2.7,405607
2.7,336279.4
2.7,308399.5
2.7,313150.8
2.7,238710
2.7,321349.1
2.7,354888.7
2.7,401878.6
2.7,358432.7
2.7,278784.5
2.7,216752.7
2.7,280644.8
2.7,446938.3
2.7,237401.8
2.8,355839.7
2.8,419871.6
2.8,286804.2
2.8,351533.9
2.8,391557.9
2.8,389026
2.8,262730.4
2.8,301933.5
2.8,277259.9
2.8,288276.4
2.8,345232.7
2.8,337865.1
2.8,179017.9
2.8,270456.1
2.8,305289.2
2.8,348799.1
2.8,385973
2.8,407023.9
2.8,327534.8
2.8,233041.6
2.8,123143.6
2.8,460068.4
2.8,90501.7
2.8,381715.7
2.8,275422.8
2.8,485321.3
2.8,247535.2
2.8,351123.3
2.8,195536.8
2.8,325527.9
2.8,205669.2
2.8,320929.9
2.8,279338.6
2.8,340781.3
2.8,191634.7
2.8,232020.7
2.8,281010.7
2.8,498334
2.8,273218
2.8,67780.7
2.8,281993.7
2.8,335301.2
2.8,396909.9
2.8,365718.8
2.8,326034.5
2.8,432059.4
2.8,276040
2.8,319002.6
2.8,331531
2.8,219511.7
2.8,366706.8
2.8,437001.9
2.8,313186.7
2.8,375083.6
2.8,399044.9
2.8,440054.9
2.8,280299.3
2.8,382395.9
2.8,400650
2.8,384670.7
2.9,338552.2
2.9,286862.5
2.9,213486.2
2.9,338929.7
2.9,297140.4
2.9,260307.2
2.9,242332.6
2.9,378702.4
2.9,277153.2
2.9,244086.2
2.9,219582.5
2.9,311762.1
2.9,362699.8
2.9,294335.9
2.9,303739.5
2.9,235009.7
2.9,429692.5
2.9,356285.1
2.9,223082.9
2.9,227271.3
2.9,331729
2.9,371527.9
2.9,343784.8
2.9,505146.5
2.9,347871.4
2.9,388128.4
2.9,275536.4
2.9,304479.9
2.9,255831.5
2.9,176381.2
2.9,267111
2.9,259956.9
2.9,314691.9
2.9,349390.1
2.9,422262.8
2.9,226309.6
2.9,326443
2.9,344966.9
2.9,97162.9
2.9,262960.4
2.9,277086.2
2.9,316701.7
2.9,202390.1
2.9,244183.3
2.9,159947.7
2.9,343934.3
2.9,266535.5
2.9,311741.7
2.9,344302.1
2.9,121993.6
2.9,174882.9
2.9,116379.6
2.9,296477.6
2.9,200359
2.9,249998.2
2.9,284839.1
2.9,228449.5
2.9,267559.3
2.9,437869.5
2.9,381061.6
3,367253.1
3,244166.8
3,174345.2
3,175124.5
3,241885.3
3,325461.9
3,319432.5
3,264697.5
3,327605.6
3,240989.5
3,275464.6
3,332037.6
3,234118.8
3,260247.1
3,436211
3,248228.1
3,206071
3,238501.3
3,175335.1
3,338994.8
3,278698.1
3,272606.6
3,290320.1
3,306667.3
3,215212.6
3,-188115.8
3,311266.2
3,190567.2
3,237885.1
3,112669.6
3,201652.6
3,216554.7
3,246216.3
3,1750.7
3,90350.3
3,202213.5
3,198585
3,308386.9
3,-30692.3
3,84050.2
3,407455.7
3,265403
3,245807.8
3,278039.2
3,253463.6
3,317917.6
3,227155.8
3,180567.7
3,382622
3,358594.8
3,163781.9
3,126305.3
3,148454.7
3,168698.2
3,113363.5
3,191306.7
3,193551.3
3,165398.7
3,375613.5
3,209900.4
3.1,217424.2
3.1,318444.6
3.1,151486.4
3.1,369605.5
3.1,314657.9
3.1,254575.8
3.1,186233.2
3.1,656893.9
3.1,213979.2
3.1,437903.4
3.1,263705.7
3.1,361085
3.1,196682
3.1,288095.9
3.1,282215
3.1,103989.9
3.1,436452.6
3.1,242431.6
3.1,250925
3.1,289637
3.1,324021.8
3.1,249316
3.1,196188
3.1,175907.6
3.1,353132.2
3.1,312218.2
3.1,338620.2
3.1,326139.3
3.1,329660
3.1,178858.8
3.1,228652.3
3.1,393356.1
3.1,307518.4
3.1,196613
3.1,110486.1
3.1,443993
3.1,420811.9
3.1,167868.5
3.1,262597.5
3.1,237541.6
3.1,269068.4
3.1,291874.8
3.1,385656.6
3.1,308339.4
3.1,206572.7
3.1,334998.4
3.1,326708.9
3.1,202685.1
3.1,202577.4
3.1,329471.8
3.1,199551.6
3.1,324139.2
3.1,242334.6
3.1,178401.7
3.1,349797.7
3.1,366470.9
3.1,458110
3.1,181610
3.1,341833.3
3.1,250821.1
3.2,302152.8
3.2,342127.3
3.2,294694.9
3.2,353639.7
3.2,324289.6
3.2,231306.4
3.2,228669.7
3.2,253470.4
3.2,483964.6
3.2,374477.1
3.2,342483.5
3.2,238061.7
3.2,359524.5
3.2,338197
3.2,108857.7
3.2,399147.7
3.2,201088.7
3.2,427238.2
3.2,644438.3
3.2,222556.9
3.2,296652.3
3.2,-2699.8
3.2,212004.3
3.2,278971.8
3.2,145197
3.2,411432.6
3.2,295088.9
3.2,83121.5
3.2,243992.1
3.2,495021.9
3.2,241520.4
3.2,278533.1
3.2,383048.1
3.2,131555.4
3.2,509119.5
3.2,145301.8
3.2,307967.7
3.2,326360.5
3.2,156009.6
3.2,336553.1
3.2,361527.5
3.2,274430.1
3.2,314862.7
3.2,303083.4
3.2,374688.7
3.2,347233.8
3.2,260070.4
3.2,430094.2
3.2,224052.4
3.2,195975.5
3.2,313080
3.2,285735.8
3.2,275862.5
3.2,252211.7
3.2,371166
3.2,124585.7
3.2,295789.6
3.2,234539
3.2,422103.6
3.2,341027.8
3.3,320204
3.3,385852.6
3.3,302137.3
3.3,203857.4
3.3,458705.9
3.3,292154.3
3.3,257179.5
3.3,337081
3.3,325711.3
3.3,309188.5
3.3,245173.1
3.3,344278.8
3.3,196055
3.3,482901
3.3,506280
3.3,171007.9
3.3,434493.3
3.3,578053.1
3.3,360888.9
3.3,341072.4
3.3,509808.5
3.3,127102
3.3,356300.7
3.3,372654.6
3.3,511367.1
3.3,348925.3
3.3,597297
3.3,477135.6
3.3,280789.4
3.3,395976.3
3.3,395710.4
3.3,508096.6
3.3,574041.3
3.3,173019.6
3.3,422869.3
3.3,155321.6
3.3,152478.2
3.3,397944.4
3.3,278355.5
3.3,261865.8
3.3,346197.4
3.3,162641.7
3.3,202498.8
3.3,226660
3.3,293759.4
3.3,292390.1
3.3,209880
3.3,272102
3.3,313685.5
3.3,177572
3.3,347614.2
3.3,212304.2
3.3,310189
3.3,408422.3
3.3,556672.2
3.3,198715
3.3,162564
3.3,198600.5
3.3,294239.8
3.3,86129.9
3.4,173424.3
3.4,341151.1
3.4,137990.4
3.4,217852.2
3.4,-61425.3
3.4,148794.4
3.4,203317.8
3.4,280410
3.4,143582.1
3.4,125385.3
3.4,176723.8
3.4,201043.1
3.4,201922.3
3.4,169288.2
3.4,249480.9
3.4,177674.8
3.4,128676.1
3.4,228845.4
3.4,182488.2
3.4,276278.8
3.4,519452.8
3.4,370632.2
3.4,148543
3.4,458091.6
3.4,366121.6
3.4,608594.9
3.4,396125.8
3.4,175030.4
3.4,298424.3
3.4,226233.9
3.4,239029.2
3.4,137793.4
3.4,237429.9
3.4,276453.5
3.4,301745.2
3.4,129637.8
3.4,-11012.6
3.4,358278.4
3.4,286057.9
3.4,450593.9
3.4,255601.5
3.4,468995.5
3.4,265811.6
3.4,214889.4
3.4,281915.1
3.4,325486.1
3.4,263471.8
3.4,291756.4
3.4,145901.5
3.4,189573.4
3.4,262999.2
3.4,296502.8
3.4,295204.4
3.4,239225.3
3.4,254955.2
3.4,131164.3
3.4,261776.5
3.4,386604.8
3.4,472351.3
3.4,167246.4
3.5,365805.2
3.5,158343.6
3.5,220638.3
3.5,264557.8
3.5,253473.3
3.5,312686
3.5,258607
3.5,336853.9
3.5,465514.5
3.5,315659.4
3.5,280317.8
3.5,436811.7
3.5,207432.5
3.5,704049.8
3.5,463935.6
3.5,452351.4
3.5,153093.5
3.5,252004.1
3.5,573074.7
3.5,309572.8
3.5,285406.8
3.5,282886.5
3.5,163905.2
3.5,328510.1
3.5,567275.3
3.5,230067.2
3.5,224489.1
3.5,164248.7
3.5,71622.7
3.5,365578.1
3.5,284585.8
3.5,167654
3.5,165946
3.5,170542.1
3.5,384798.7
3.5,271478
3.5,391145.5
3.5,210332.2
3.5,-34790.4
3.5,287447.6
3.5,350749.7
3.5,273001.6
3.5,156151.3
3.5,323249.3
3.5,220389.9
3.5,221313.8
3.5,98770.9
3.5,253813
3.5,309183.7
3.5,210766
3.5,247148.9
3.5,179359.5
3.5,252289.4
3.5,333096.4
3.5,276414.6
3.5,116660.1
3.5,233061
3.5,206565
3.5,220576.2
3.5,227064.6
3.6,259774.4
3.6,393649.2
3.6,312371.6
3.6,251458.7
3.6,103006.9
3.6,199099.3
3.6,335829.1
3.6,74575.8
3.6,268613.2
3.6,290307.5
3.6,343590.8
3.6,556251.1
3.6,353130.2
3.6,394244.1
3.6,256316.8
3.6,349855
3.6,289284.7
3.6,34128.6
3.6,391417.2
3.6,310932.4
3.6,-22282.4
3.6,321133.7
3.6,314426
3.6,280640
3.6,254032.3
3.6,98340
3.6,137882.7
3.6,277591.8
3.6,216862.3
3.6,510224.8
3.6,535496.2
3.6,182818.2
3.6,178059.1
3.6,455677.1
3.6,180467.8
3.6,320409.8
3.6,284839.1
3.6,333603
3.6,214894.3
3.6,334732.5
3.6,319576.1
3.6,330375.2
3.6,185913.9
3.6,174964.4
3.6,205812.9
3.6,134469.7
3.6,578630.5
3.6,260620.7
3.6,465953.1
3.6,294757
3.6,206361.2
3.6,152953.7
3.6,282971
3.6,340460.1
3.6,353409.7
3.6,239194.2
3.6,346543.8
3.6,486340.2
3.6,555478.6
3.6,322166.2
3.7,256210
3.7,460011.1
3.7,688188.8
3.7,288629.6
3.7,232109
3.7,241525.2
3.7,260030.6
3.7,311467.1
3.7,227357.7
3.7,405264.5
3.7,183160.7
3.7,-5657.7
3.7,330858.5
3.7,231338.5
3.7,102672.1
3.7,323019.3
3.7,223226.5
3.7,279596.7
3.7,195649.4
3.7,174773.2
3.7,341819.7
3.7,357236.2
3.7,140337
3.7,293396.5
3.7,336945.2
3.7,225900.1
3.7,227819.6
3.7,211005.7
3.7,402808.3
3.7,315231.5
3.7,252599.9
3.7,120825.2
3.7,183951.7
3.7,247357.6
3.7,258894.3
3.7,206529.1
3.7,252679.5
3.7,253564.6
3.7,377764
3.7,143457.9
3.7,333746.6
3.7,379860.2
3.7,467662.1
3.7,165017.3
3.7,-3701.3
3.7,175790.2
3.7,357123.6
3.7,292484.2
3.7,261421.3
3.7,243178.9
3.7,364363.1
3.7,345646.2
3.7,399653.4
3.7,252862
3.7,502786.4
3.7,102826.4
3.7,355368.1
3.7,249794.4
3.7,277548.1
3.7,386921.1
3.8,351243.7
3.8,89126.6
3.8,172429.6
3.8,299644.2
3.8,208478.7
3.8,344746.6
3.8,59483.4
3.8,362010.8
3.8,247772.9
3.8,359818.5
3.8,206161.3
3.8,257364.8
3.8,110536.5
3.8,165634.5
3.8,292559
3.8,91711.9
3.8,205776
3.8,73913.9
3.8,133609.8
3.8,277569.5
3.8,358701.6
3.8,344973.6
3.8,190896.2
3.8,311536
3.8,336720
3.8,247162.5
3.8,106504.4
3.8,187551
3.8,177719.5
3.8,167278.4
3.8,441555.2
3.8,280542.9
3.8,165553
3.8,330495.6
3.8,63779.6
3.8,108657.8
3.8,125040.8
3.8,280909.7
3.8,271173.3
3.8,327110.7
3.8,259476.5
3.8,135719.6
3.8,189962.6
3.8,282916.6
3.8,300146.9
3.8,181089.8
3.8,271572.1
3.8,20109.6
3.8,89069.3
3.8,175899.9
3.8,-44810.3
3.8,137036.5
3.8,252901.8
3.8,212289.6
3.8,356350.2
3.8,-16710.1
3.8,-21660.3
3.8,294278.6
3.8,4572.7
3.8,284978.8
3.9,432452.4
3.9,-12722.5
3.9,-64519
3.9,-68724.9
3.9,29939.2
3.9,170811.8
3.9,-35160.2
3.9,166670
3.9,100217.8
3.9,-141681
3.9,90688
3.9,78737
3.9,107329.2
3.9,139273.4
3.9,39543.7
3.9,210545.7
3.9,35396
3.9,292728.8
3.9,203928.3
3.9,-109044
3.9,120386.6
3.9,-231991.6
3.9,117809.1
3.9,6917.3
3.9,585283.9
3.9,-259903.5
3.9,212790.4
3.9,299406.4
3.9,82892.5
3.9,170049.1
3.9,88908.3
3.9,136173.8
3.9,25882.7
3.9,-64921.8
3.9,138313.6
3.9,39629.1
3.9,489874.6
3.9,-21890.3
3.9,409827.5
3.9,514149.3
3.9,178631.7
3.9,403396.3
3.9,184694
3.9,188245.9
3.9,290401.7
3.9,217453.4
3.9,247101.4
3.9,30119.7
3.9,218670.3
3.9,315217.9
3.9,123637.6
3.9,-26813.4
3.9,34839
3.9,179771
3.9,358724.8
3.9,119439.4
3.9,204529.9
3.9,270249.4
3.9,188591.3
3.9,153166.2
4,103033.1
4,114853.1
4,289352.6
4,321751.9
4,114306.7
4,393253.3
4,254022.6
4,237002
4,139864.4
4,213558.9
4,210940.7
4,164674.7
4,178134.8
4,242400.6
4,249612.9
4,-32923.3
4,437328.9
4,255470.5
4,145683.1
4,318615.4
4,221710.7
4,216502.3
4,255953.8
4,127233.1
4,150578.1
4,188135.2
4,287283.6
4,266100.8
4,357152.7
4,236210.1
4,275475.2
4,239364.1
4,203937
4,222536.5
4,205701.3
4,117960.4
4,120147.8
4,216297.6
4,140410.7
4,260072.4
4,251736.2
4,296124.4
4,420995.4
4,205219.9
4,163093.9
4,79635.7
4,117785.8
4,160172.8
4,74246.8
4,61639.7
4,43068.3
4,55845.2
4,-4134.1
4,132578.3
4,113457.6
4,93624.6
4,134883.1
4,284389.8
4,175581.6
4,33493.9
4.1,146859.3
4.1,143982.9
4.1,193360.1
4.1,185598.5
4.1,52364.2
4.1,274008.9
4.1,229509.2
4.1,151294.2
4.1,461742.4
4.1,124408.1
4.1,212541.9
4.1,25397.5
4.1,136186.4
4.1,123807.4
4.1,78221.7
4.1,113133.5
4.1,312379.3
4.1,70810.4
4.1,4960.9
4.1,17519.4
4.1,100830.2
4.1,85827.1
4.1,159223.8
4.1,156605.5
4.1,143112.4
4.1,120600.1
4.1,189034.9
4.1,286441.3
4.1,270138.8
4.1,278996
4.1,200479.3
4.1,67201.3
4.1,-43489.5
4.1,100944.7
4.1,193244.6
4.1,70205.8
4.1,19012.9
4.1,-2778.4
4.1,150691.6
4.1,56090.7
4.1,268140.6
4.1,134776.3
4.1,196819.7
4.1,111526.4
4.1,180393
4.1,76562.3
4.1,12496.4
4.1,253849.9
4.1,156176.6
4.1,96240.9
4.1,133672.9
4.1,148017.1
4.1,53394.8
4.1,72940.6
4.1,109738.8
4.1,39929.9
4.1,169354.2
4.1,317200.5
4.1,99338.6
4.1,149850.2
4.2,28017.7
4.2,158774.4
4.2,86053.2
4.2,63788.3
4.2,322498.2
4.2,36543.1
4.2,175808.7
4.2,51288
4.2,261232
4.2,-151851.3
4.2,-79309.6
4.2,122856.3
4.2,10390.6
4.2,310440.4
4.2,418546.9
4.2,-234991.2
4.2,126404.3
4.2,279031.9
4.2,133994.1
4.2,7661.7
4.2,16783.8
4.2,-53847.1
4.2,14240.3
4.2,8318.7
4.2,204757
4.2,14470.3
4.2,284212.2
4.2,-37073.9
4.2,-239460.1
4.2,97619
4.2,93462.5
4.2,96413.7
4.2,220079.4
4.2,178605.5
4.2,28425.3
4.2,26557.2
4.2,-90355.2
4.2,85103.1
4.2,-37930.8
4.2,21069.3
4.2,187791.7
4.2,98079
4.2,78370.2
4.2,54917.5
4.2,261952.1
4.2,98405
4.2,142743.7
4.2,129779.5
4.2,190172.2
4.2,55432.8
4.2,286680
4.2,208094.4
4.2,129682.5
4.2,118745.5
4.2,236480.9
4.2,75415.2
4.2,72905.6
4.2,75471.5
4.2,94498
4.2,150136.5
4.3,63105.1
4.3,97916.9
4.3,176926.6
4.3,206762
4.3,-151767.8
4.3,122686.5
4.3,113483.8
4.3,115781.8
4.3,-155251.7
4.3,168943.7
4.3,226798.7
4.3,-41997
4.3,-6347.7
4.3,170387.8
4.3,13529
4.3,323795.6
4.3,165660.7
4.3,63118.7
4.3,98656.4
4.3,294610.5
4.3,92072.9
4.3,311724.3
4.3,115674.1
4.3,211615.2
4.3,280853.5
4.3,131464.2
4.3,279087.2
4.3,276043
4.3,128769.3
4.3,162365.1
4.3,227812.8
4.3,134892.8
4.3,-19242
4.3,120874.7
4.3,104309.2
4.3,112080.5
4.3,-7469.5
4.3,136141.7
4.3,215565.8
4.3,491
4.3,225358.6
4.3,2820.1
4.3,116177.7
4.3,105238.9
4.3,116487.3
4.3,85985.3
4.3,1045.2
4.3,128158.9
4.3,119149.2
4.3,141836.3
4.3,203387.7
4.3,31029
4.3,47812.8
4.3,161565.4
4.3,80440.2
4.3,274091.4
4.3,84024
4.3,203714.8
4.3,246649.2
4.3,261975.4
4.4,62970.2
4.4,67206.2
4.4,401340
4.4,178568.6
4.4,203963.2
4.4,105430.1
4.4,183039.4
4.4,243597.1
4.4,124662.3
4.4,172053
4.4,138316.5
4.4,147382.4
4.4,153098.3
4.4,200497.7
4.4,240221
4.4,276236.1
4.4,159686.7
4.4,165150.3
4.4,283187.4
4.4,98898
4.4,58997.2
4.4,63071.1
4.4,116584.4
4.4,155577.8
4.4,58811.9
4.4,179754.5
4.4,209375.4
4.4,140545.6
4.4,205118
4.4,119168.7
4.4,259900.6
4.4,167552.1
4.4,243681.6
4.4,274393.2
4.4,102782.7
4.4,286457.8
4.4,91219.8
4.4,211147.4
4.4,341445.1
4.4,420521.8
4.4,175603.9
4.4,115732.3
4.4,66531.7
4.4,164772.8
4.4,-23450.8
4.4,142367.1
4.4,448761.7
4.4,249666.3
4.4,427495.4
4.4,125999.6
4.4,-75132.8
4.4,-54500.2
4.4,315568.2
4.4,82525.6
4.4,295567.4
4.4,102057.8
4.4,-104246.1
4.4,-54460.4
4.4,59974.4
4.4,-70988
4.5,157891.3
4.5,198174.5
4.5,186829
4.5,180214.5
4.5,97864.5
4.5,83492.2
4.5,125260.1
4.5,-78587.6
4.5,203231.5
4.5,172957.5
4.5,169465.8
4.5,82295.6
4.5,109710.7
4.5,75250.2
4.5,210675.8
4.5,237553.2
4.5,110107.6
4.5,121729.7
4.5,153526.3
4.5,170327.6
4.5,153045.9
4.5,212263.4
4.5,190774.9
4.5,-3088.9
4.5,184521.3
4.5,30092.5
4.5,150395.6
4.5,116116.6
4.5,27818.8
4.5,104716.8
4.5,161748.9
4.5,247635.1
4.5,172193.8
4.5,192327.6
4.5,155883.5
4.5,224739.4
4.5,399081.8
4.5,120206.1
4.5,243814.5
4.5,89432.3
4.5,172503.3
4.5,123278.5
4.5,89885.5
4.5,188885.4
4.5,21724.4
4.5,153103.2
4.5,150173.4
4.5,182293.2
4.5,138713.4
4.5,171904.6
4.5,143726.7
4.5,144476.9
4.5,180805.5
4.5,252746.5
4.5,131198.3
4.5,58205.3
4.5,135153.8
4.5,174465.6
4.5,274027.3
4.5,166896.1
4.6,209445.2
4.6,-25031.6
4.6,126691.5
4.6,67306.2
4.6,-86719.9
4.6,272156.3
4.6,372117
4.6,133631.2
4.6,31194
4.6,100725.4
4.6,31524.9
4.6,95047.3
4.6,148592.5
4.6,93029.7
4.6,135491.5
4.6,120797.1
4.6,190688.5
4.6,182562
4.6,201680.7
4.6,175628.2
