Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
6.456385,50.387500,52.312397,1.000001,56.000000,2390.000000,1014440.875000,29173.375000,59697679.875000,56726.750000,59849.250000,0.000052,1014860.273476,0.028758,0.015840,0.015839,3260.142861,3261.397271,190.199363,1.697535,191.896898,0.058808,51.686507,49.691497,1.996563,0.301670,0.010744,0.748318,0.002570,1295142.182669,46127.155253,0.011061,0.000038,0.009585,0.049985,41150.072751,0.000739,55737190.977441,14433086.061373,0.258949,2297095.171062,8870842.430954,9163432.307805,20643404.065719,5345587.430138,57575588.849014,21324292.166301, 
6.607436,51.225000,53.067649,1.000001,56.000000,2390.000000,1015563.875000,28949.375000,59701008.125000,56730.375000,59854.625000,0.000052,1015976.402540,0.028506,0.015588,0.015586,3256.561341,3257.825475,186.472142,1.697535,188.169678,0.057729,50.807754,48.812643,1.996563,0.302106,0.011181,0.748422,0.002674,1297016.483309,48001.455894,0.011063,0.000040,0.009409,0.050041,40395.029929,0.000740,54654605.466370,14177819.701540,0.259408,2256468.300273,8698543.732036,8986451.593832,20242446.469026,5251044.333904,56463585.346433,20912439.017198, 
6.785263,51.950000,53.956786,1.000001,56.000000,2390.000000,1016391.000000,28712.000000,59702972.000000,56730.375000,59855.625000,0.000052,1016796.461355,0.028249,0.015331,0.015330,3253.934884,3255.209590,183.764539,1.697535,185.462074,0.056944,49.931227,47.936057,1.996563,0.302364,0.011438,0.748484,0.002735,1298122.529507,49107.502091,0.011063,0.000040,0.009281,0.050081,39845.757134,0.000740,53868171.733443,13923211.724710,0.258468,2215946.214310,8573379.015178,8855125.372495,19951174.716090,5156745.083226,55638437.708430,20606828.780900, 
6.915774,52.562500,54.609342,1.000001,56.000000,2390.000000,1017338.750000,28648.750000,59703307.500000,56729.625000,59859.625000,0.000052,1017742.051371,0.028160,0.015243,0.015241,3250.911634,3252.188019,180.727299,1.697535,182.424835,0.056064,49.597089,47.601909,1.996563,0.302408,0.011482,0.748494,0.002746,1298311.488532,49296.461116,0.011064,0.000041,0.009138,0.050128,39229.613727,0.000741,52985993.756857,13826157.159250,0.260940,2200499.512703,8432976.140739,8715347.652026,19624442.132169,5120798.947870,54760187.693195,20281550.997480, 
7.047846,53.212500,55.269703,1.000001,56.000000,2390.000000,1018090.750000,28529.750000,59703496.750000,56726.500000,59857.875000,0.000052,1018490.413244,0.028023,0.015105,0.015104,3248.522944,3249.803971,178.334412,1.697535,180.031947,0.055369,49.113284,47.118097,1.996563,0.302433,0.011507,0.748500,0.002752,1298418.078071,49403.050655,0.011064,0.000041,0.009024,0.050165,38743.420769,0.000741,52290970.333551,13685632.228718,0.261721,2178134.293099,8322359.814982,8602670.625381,19367026.049463,5068752.677303,54052216.494091,20019339.442256, 
7.178095,53.950000,55.920944,1.000001,56.000000,2390.000000,1018805.625000,28527.375000,59703951.375000,56726.000000,59864.250000,0.000052,1019204.941440,0.028001,0.015083,0.015082,3246.245520,3247.525570,176.034778,1.697535,177.732313,0.054700,49.007410,47.012210,1.996563,0.302493,0.011567,0.748514,0.002766,1298674.134924,49659.107508,0.011064,0.000041,0.008915,0.050200,38275.353016,0.000742,51623032.880832,13654876.861620,0.264511,2173239.428276,8216054.351917,8498618.636359,19119641.807716,5057361.800600,53398438.047582,19777199.276882, 
7.307047,54.675000,56.565707,1.000001,56.000000,2390.000000,1019363.750000,28449.250000,59705007.500000,56729.500000,59864.000000,0.000052,1019760.665372,0.027909,0.014991,0.014990,3244.476462,3245.759408,174.219287,1.697535,175.916822,0.054171,48.682239,46.687006,1.996563,0.302631,0.011705,0.748548,0.002799,1299268.986644,50253.959228,0.011064,0.000041,0.008829,0.050227,37904.983732,0.000742,51095716.601238,13560420.327912,0.265393,2158206.215938,8132129.425929,8413642.675475,18924339.481940,5022377.899227,52864517.915741,19579451.079904, 
7.435218,55.375000,57.206562,1.000001,56.000000,2390.000000,1019880.625000,28276.375000,59707424.625000,56728.250000,59866.875000,0.000052,1020272.533509,0.027725,0.014808,0.014806,3242.848716,3244.139075,172.486052,1.697535,174.183587,0.053664,48.062166,46.066860,1.996563,0.302948,0.012022,0.748623,0.002875,1300630.482139,51615.454723,0.011066,0.000042,0.008746,0.050253,37550.257598,0.000743,50592291.819596,13380296.391607,0.264473,2129538.623815,8052006.946926,8328850.498338,18737885.859110,4955665.330225,52331752.532152,19382130.567464, 
7.565469,55.887500,57.857815,1.000001,56.000000,2390.000000,1020346.750000,28245.750000,59709016.750000,56730.125000,59868.500000,0.000052,1020737.631631,0.027683,0.014765,0.014764,3241.371115,3242.662185,170.934789,1.697535,172.632324,0.053210,47.901883,45.906529,1.996563,0.303157,0.012231,0.748673,0.002925,1301527.335865,52512.308449,0.011066,0.000043,0.008672,0.050276,37232.779699,0.000743,50141721.416703,13333727.688973,0.265921,2122126.990469,7980296.496901,8257636.171576,18571007.932112,4938417.662583,51884299.366127,19216407.172640, 
7.698580,56.500000,58.523368,1.000001,56.000000,2390.000000,1020699.500000,28224.250000,59710909.250000,56731.375000,59871.375000,0.000052,1021089.652082,0.027652,0.014734,0.014733,3240.253653,3241.545176,169.729371,1.697535,171.426906,0.052857,47.786086,45.790675,1.996563,0.303405,0.012480,0.748732,0.002984,1302593.451026,53578.423610,0.011067,0.000044,0.008615,0.050293,36985.532990,0.000743,49791603.260330,13300077.354223,0.267115,2116771.377599,7924573.505789,8202413.444449,18441334.540863,4925954.575638,51537324.463561,19087897.949467, 
7.826491,57.162500,59.162926,1.000001,56.000000,2390.000000,1020913.250000,28123.750000,59712832.000000,56732.500000,59873.375000,0.000052,1021300.547997,0.027548,0.014630,0.014629,3239.584549,3240.880429,168.974796,1.697535,170.672332,0.052635,47.438495,45.443025,1.996563,0.303658,0.012732,0.748793,0.003044,1303676.672058,54661.644642,0.011068,0.000045,0.008579,0.050304,36830.281570,0.000744,49572434.124579,13199101.266892,0.266259,2100700.546897,7889691.682094,8164568.428657,18360160.786881,4888556.024775,51299537.028021,18999828.528897, 
7.963759,57.912500,59.849267,1.000001,56.000000,2390.000000,1021179.250000,28204.500000,59714201.250000,56733.125000,59876.625000,0.000052,1021568.673390,0.027620,0.014702,0.014701,3238.734274,3240.025963,168.056357,1.697535,169.753893,0.052365,47.658929,45.663418,1.996563,0.303837,0.012912,0.748836,0.003087,1304448.107298,55433.079883,0.011069,0.000046,0.008535,0.050317,36641.742408,0.000744,49305669.990466,13263115.064140,0.268998,2110888.651084,7847234.885143,8126188.912392,18261359.255728,4912264.838570,51058391.224297,18910515.268258, 
8.093231,58.450000,60.496626,1.000001,56.000000,2390.000000,1021469.875000,28269.375000,59714517.875000,56733.250000,59875.625000,0.000052,1021860.980317,0.027675,0.014758,0.014757,3237.807822,3239.096015,167.111616,1.697535,168.809151,0.052089,47.825502,45.829981,1.996563,0.303879,0.012953,0.748846,0.003097,1304626.498500,55611.471084,0.011069,0.000046,0.008490,0.050331,36448.273817,0.000744,49031266.241914,13311494.017792,0.271490,2118588.394600,7803562.206754,8086037.342259,18159728.237746,4930182.969553,50806111.268933,18817078.247753, 
8.224001,59.150000,61.150475,1.000001,56.000000,2390.000000,1021812.875000,28177.875000,59714439.375000,56732.000000,59875.750000,0.000052,1022201.322713,0.027576,0.014659,0.014658,3236.729793,3238.021721,166.040990,1.697535,167.738525,0.051776,47.489609,45.494091,1.996563,0.303869,0.012943,0.748843,0.003095,1304582.270275,55567.242859,0.011069,0.000046,0.008439,0.050348,36229.120120,0.000744,48720298.685479,13213933.386717,0.271220,2103061.150214,7754070.222212,8034206.321257,18044555.068696,4894049.402488,50480447.101337,18696461.889384, 
8.353473,59.825000,61.797834,1.000001,56.000000,2390.000000,1022021.375000,28066.125000,59714527.375000,56735.875000,59873.625000,0.000052,1022406.669740,0.027461,0.014544,0.014543,3236.079706,3237.376485,165.391641,1.697535,167.089176,0.051585,47.107961,45.112439,1.996563,0.303880,0.012955,0.748846,0.003098,1304631.850968,55616.823552,0.011069,0.000046,0.008408,0.050358,36096.059217,0.000744,48531692.956192,13103081.292794,0.269990,2085418.505489,7724052.711879,8000622.515712,17974701.094886,4852993.071405,50269433.660622,18618308.763193, 
8.480605,60.600000,62.433495,1.000001,56.000000,2390.000000,1022649.000000,28014.000000,59715554.750000,56731.750000,59878.000000,0.000052,1023032.629683,0.027394,0.014476,0.014475,3234.099656,3235.397824,163.364978,1.697535,165.062514,0.050991,46.859723,44.864171,1.996563,0.304015,0.013089,0.748878,0.003130,1305210.701611,56195.674196,0.011069,0.000046,0.008311,0.050389,35680.037798,0.000745,47943040.948793,13030970.691714,0.271801,2073941.755970,7630365.909356,7907194.086262,17756681.832886,4826285.441376,49682405.060403,18400890.763112, 
8.610596,61.112500,63.083449,1.000001,56.000000,2390.000000,1022474.750000,28255.250000,59717424.750000,56737.500000,59881.500000,0.000052,1022865.080810,0.027634,0.014717,0.014716,3234.629413,3235.916689,163.796465,1.697535,165.494000,0.051116,47.645825,45.650216,1.996563,0.304261,0.013335,0.748937,0.003188,1306264.357751,57249.330335,0.011070,0.000047,0.008331,0.050381,35767.575224,0.000745,48068367.931779,13259280.478362,0.275842,2110278.358286,7650312.302400,7936028.797434,17803099.233992,4910844.621616,49863579.037498,18467992.236110, 
8.740586,61.725000,63.733402,1.000001,56.000000,2390.000000,1022791.625000,28357.875000,59715299.375000,56733.500000,59880.375000,0.000052,1023184.674067,0.027726,0.014808,0.014807,3233.619071,3234.901047,162.880134,1.697535,164.577669,0.050849,47.927739,45.932194,1.996563,0.303982,0.013056,0.748870,0.003122,1305066.814739,56051.787323,0.011069,0.000046,0.008288,0.050396,35580.693754,0.000745,47802215.951177,13341182.283293,0.279091,2123313.425064,7607952.932629,7898696.584004,17704524.426362,4941178.623442,49629013.636773,18381116.161768, 
8.889556,62.537500,64.478252,1.000001,56.000000,2390.000000,1023139.625000,28453.375000,59714188.375000,56732.250000,59878.750000,0.000052,1023535.190794,0.027810,0.014892,0.014891,3232.511696,3233.788640,161.819636,1.697535,163.517171,0.050539,48.182584,46.187073,1.996563,0.303836,0.012910,0.748835,0.003087,1304440.853371,55425.825955,0.011069,0.000046,0.008237,0.050414,35363.574853,0.000745,47494190.233749,13415212.732989,0.282460,2135095.727738,7558929.155936,7854682.918556,17590440.827314,4968597.308515,49352467.401650,18278691.630241, 
9.017986,63.275000,65.120399,1.000001,56.000000,2390.000000,1023609.500000,28538.500000,59715952.500000,56734.500000,59880.250000,0.000052,1024007.253135,0.027880,0.014963,0.014961,3231.021524,3232.293726,160.242296,1.697535,161.939831,0.050074,48.387828,46.392264,1.996563,0.304067,0.013142,0.748890,0.003142,1305434.809652,56419.782236,0.011069,0.000046,0.008161,0.050437,35038.635380,0.000746,47036045.735953,13474811.207478,0.286478,2144581.112040,7486013.252223,7787144.698705,17420757.679983,4990670.817584,48928111.914847,18121522.931425, 
9.147456,64.012500,65.767753,1.000001,56.000000,2390.000000,1023948.750000,28403.000000,59718521.000000,56734.500000,59883.750000,0.000052,1024342.605301,0.027739,0.014821,0.014820,3229.963743,3231.241811,159.070362,1.697535,160.767897,0.049728,47.914653,45.919011,1.996563,0.304404,0.013479,0.748971,0.003223,1306882.071318,57867.043902,0.011071,0.000048,0.008105,0.050453,34796.384297,0.000746,46695653.063031,13337353.091143,0.285623,2122703.990688,7431838.118650,7729041.988106,17294686.319641,4939760.404127,48563041.528108,17986311.677077, 
9.277187,64.500000,66.416407,1.000001,56.000000,2390.000000,1024485.625000,28407.625000,59721382.625000,56736.500000,59889.375000,0.000052,1024879.402169,0.027729,0.014811,0.014810,3228.271998,3229.549022,157.243844,1.697535,158.941380,0.049189,47.857175,45.861445,1.996563,0.304780,0.013854,0.749061,0.003312,1308494.636424,59479.609008,0.011072,0.000049,0.008017,0.050480,34419.077439,0.000746,46165134.080735,13320632.906688,0.288543,2120042.892790,7347403.467100,7647151.075768,17098197.807680,4933567.743218,48048505.343320,17795742.719748, 
9.405360,65.112500,67.057269,1.000001,56.000000,2390.000000,1024768.250000,28316.500000,59724643.250000,56740.000000,59888.750000,0.000052,1025159.397548,0.027632,0.014715,0.014713,3227.390280,3228.671116,156.213549,1.697535,157.911084,0.048883,47.532379,45.536551,1.996563,0.305208,0.014282,0.749163,0.003414,1310332.220250,61317.192834,0.011073,0.000050,0.007967,0.050494,34205.258203,0.000746,45865880.829672,13226266.145331,0.288368,2105023.968154,7299775.870686,7597226.709053,16987363.270249,4898617.090863,47734821.047416,17679563.350895, 
9.535612,65.800000,67.708530,1.000001,56.000000,2390.000000,1024953.750000,28292.750000,59728010.750000,56740.500000,59896.625000,0.000052,1025344.171165,0.027604,0.014686,0.014685,3226.808684,3228.090333,155.475363,1.697535,157.172899,0.048664,47.432884,45.436954,1.996563,0.305650,0.014724,0.749268,0.003520,1312230.233014,63215.205598,0.011075,0.000052,0.007931,0.050503,34051.481231,0.000746,45651471.975486,13197337.740760,0.289089,2100419.873218,7265651.668731,7563164.537094,16907952.583513,4887902.866948,47520801.939491,17600297.014626, 
9.670021,66.400000,68.380576,1.000001,56.000000,2390.000000,1025536.125000,28184.625000,59731493.125000,56743.000000,59896.625000,0.000052,1025923.348387,0.027483,0.014565,0.014564,3224.987014,3226.272738,153.494978,1.697535,155.192513,0.048077,47.015451,45.019415,1.996563,0.306107,0.015182,0.749377,0.003629,1314193.203595,65178.176179,0.011077,0.000054,0.007836,0.050532,33641.363044,0.000747,45076261.377825,13076061.848077,0.290088,2081118.230710,7174104.131316,7469860.987806,16694911.621417,4842985.869658,46934557.985100,17383169.624111, 
9.797931,66.987500,69.020125,1.000001,56.000000,2390.000000,1025519.625000,28081.375000,59736506.625000,56746.625000,59907.375000,0.000052,1025904.023231,0.027383,0.014465,0.014464,3225.047763,3226.338240,153.326080,1.697535,155.023615,0.048024,46.693014,44.696826,1.996563,0.306766,0.015840,0.749534,0.003786,1317019.627067,68004.599652,0.011079,0.000056,0.007827,0.050531,33604.068816,0.000747,45027204.301517,12982364.725170,0.288323,2066205.882259,7166296.461312,7458217.730752,16676742.333895,4808283.231544,46861401.185494,17356074.513146, 
9.926882,67.600000,69.664881,1.000001,56.000000,2390.000000,1025855.250000,28115.500000,59738735.750000,56752.125000,59905.875000,0.000052,1026240.456858,0.027407,0.014489,0.014488,3223.990492,3225.278876,152.162483,1.697535,153.860018,0.047679,46.756067,44.759811,1.996563,0.307058,0.016133,0.749604,0.003856,1318276.467200,69261.439785,0.011080,0.000057,0.007771,0.050547,33362.787781,0.000747,44689233.106494,13000658.869548,0.290913,2069117.483460,7112506.717612,7407361.133928,16551567.817220,4815058.840573,46541859.510433,17237725.744605, 
10.055315,68.337500,70.307048,1.000001,56.000000,2390.000000,1026251.250000,28202.750000,59742394.250000,56753.750000,59908.625000,0.000052,1026638.701411,0.027481,0.014564,0.014563,3222.739870,3224.023635,150.736154,1.697535,152.433689,0.047256,46.977857,44.981489,1.996563,0.307539,0.016613,0.749719,0.003971,1320339.417848,71324.390432,0.011082,0.000059,0.007702,0.050567,33066.366904,0.000747,44274950.363593,13065046.308889,0.295089,2079365.054586,7046571.623473,7346967.447523,16398129.764294,4838906.040329,46162394.486768,17097183.143248, 
10.186084,69.150000,70.960891,1.000001,56.000000,2390.000000,1026266.500000,28168.500000,59745774.250000,56754.875000,59913.750000,0.000052,1026653.005360,0.027448,0.014530,0.014529,3222.694969,3223.980279,150.534715,1.697535,152.232250,0.047194,46.868317,44.871847,1.996563,0.307983,0.017057,0.749825,0.004076,1322245.538951,73230.511535,0.011083,0.000060,0.007692,0.050567,33023.114108,0.000747,44216441.756639,13033200.256763,0.294759,2074296.601987,7037259.696840,7336602.104093,16376459.909866,4827111.206208,46097267.061628,17073061.874677, 
10.313477,69.750000,71.597855,1.000001,56.000000,2390.000000,1026642.750000,28213.500000,59748924.000000,56760.625000,59915.125000,0.000052,1027030.348972,0.027481,0.014564,0.014563,3221.510911,3222.793567,149.200673,1.697535,150.898208,0.046798,46.959896,44.963330,1.996563,0.308397,0.017471,0.749923,0.004175,1324021.994777,75006.967361,0.011085,0.000062,0.007627,0.050586,32745.772907,0.000748,43828964.145656,13059771.943226,0.297971,2078525.613884,6975590.768566,7278676.754608,16232949.683576,4836952.571565,45733311.068523,16938263.358712, 
10.443728,70.387500,72.249109,1.000001,56.000000,2390.000000,1027278.000000,27623.750000,59753246.250000,56658.125000,59951.375000,0.000052,1027649.337492,0.026890,0.013973,0.013972,3219.570485,3220.878574,147.083481,1.697535,148.781017,0.046168,45.028228,43.031531,1.996563,0.308965,0.018039,0.750059,0.004311,1326460.025506,77444.998091,0.011087,0.000064,0.007525,0.050617,32305.516085,0.000748,43214017.619448,12498673.320985,0.289227,1989224.065334,6877719.066713,7159611.158627,16005191.710907,4629138.267031,44985199.272635,16661184.915791, 
10.588796,71.012500,72.974453,1.000001,56.000000,2390.000000,1027737.125000,27967.625000,59757293.125000,56761.875000,59976.500000,0.000052,1028117.593542,0.027213,0.014295,0.014294,3218.104132,3219.396196,145.411759,1.697535,147.109294,0.045671,46.045982,44.049162,1.996563,0.309496,0.018571,0.750186,0.004437,1328743.026829,79727.999413,0.011089,0.000066,0.007444,0.050640,31957.227504,0.000749,42728459.492301,12794248.354974,0.299432,2036266.255782,6800440.151837,7098758.097242,15825355.367519,4738610.501842,44602847.908558,16519573.299466, 
10.718268,71.625000,73.621808,1.000001,56.000000,2390.000000,1027416.375000,27809.375000,59759505.625000,56750.000000,59929.875000,0.000052,1027792.668273,0.027067,0.014150,0.014149,3219.121500,3220.421157,146.333190,1.697535,148.030726,0.045942,45.591991,43.595103,1.996563,0.309787,0.018861,0.750255,0.004507,1329991.307778,80976.280362,0.011090,0.000067,0.007488,0.050624,32147.164942,0.000748,42996092.745422,12662365.164380,0.294500,2015276.410716,6843035.273265,7133615.546322,15924478.794601,4689764.875696,44821863.893964,16600690.331098, 
10.852159,72.375000,74.291263,1.000001,56.000000,2390.000000,1027864.625000,27914.625000,59763554.625000,56769.625000,59932.125000,0.000052,1028243.606163,0.027158,0.014241,0.014240,3217.709749,3219.003982,144.726531,1.697535,146.424067,0.045463,45.863527,43.866517,1.996563,0.310319,0.019393,0.750382,0.004634,1332275.957072,83260.929656,0.011092,0.000068,0.007410,0.050646,31812.245915,0.000749,42529432.434247,12741198.261485,0.299585,2027823.077861,6768764.036831,7065991.297858,15751641.642314,4718962.319069,44396967.873016,16443321.434450, 
10.980850,73.037500,74.934719,1.000001,56.000000,2390.000000,1028348.250000,27705.250000,59768441.500000,56748.625000,59981.875000,0.000052,1028721.392874,0.026942,0.014024,0.014023,3216.215293,3217.518018,143.011839,1.697535,144.709374,0.044952,45.146173,43.149014,1.996563,0.310962,0.020036,0.750535,0.004787,1335033.764500,86018.737084,0.011094,0.000071,0.007326,0.050670,31454.222266,0.000749,42031393.314547,12532796.761559,0.298177,1994654.975274,6689498.711869,6980547.362957,15567182.709092,4641776.578355,43860107.371377,16244484.211621, 
11.126180,73.700000,75.661372,1.000001,56.000000,2390.000000,1028118.000000,27792.250000,59770792.750000,56779.750000,59942.250000,0.000052,1028493.573672,0.027032,0.014115,0.014114,3216.927709,3218.226974,143.610731,1.697535,145.308266,0.045128,45.447864,43.450633,1.996563,0.311271,0.020345,0.750609,0.004860,1336360.794909,87345.767493,0.011095,0.000072,0.007355,0.050659,31577.444110,0.000749,42205343.880443,12620403.293175,0.299024,2008597.976783,6717183.782354,7011064.384119,15631608.844609,4674223.441917,44051851.622251,16315500.600834, 
11.256171,74.475000,76.311325,1.000001,56.000000,2390.000000,1028339.125000,27755.125000,59775447.125000,56784.000000,59945.625000,0.000052,1028713.615624,0.026990,0.014073,0.014072,3216.239608,3217.540151,142.706007,1.697535,144.403542,0.044856,45.303301,43.305929,1.996563,0.311883,0.020957,0.750754,0.005006,1338987.983266,89972.955850,0.011097,0.000074,0.007311,0.050669,31387.530573,0.000749,41942563.436494,12578373.395693,0.299895,2001908.716140,6675361.008882,6969080.506542,15534282.754257,4658656.813220,43788058.930555,16217799.603909, 
11.402022,75.162500,77.040579,1.000001,56.000000,2390.000000,1028580.625000,27696.625000,59779383.125000,56788.500000,59949.000000,0.000052,1028953.451407,0.026927,0.014010,0.014009,3215.489944,3216.792664,141.774225,1.697535,143.471760,0.044577,45.089438,43.091946,1.996563,0.312400,0.021474,0.750878,0.005129,1341209.980462,92194.953046,0.011099,0.000076,0.007265,0.050681,31192.241083,0.000749,41671923.572822,12516221.263793,0.300351,1992016.904960,6632287.370902,6924981.380472,15434045.767712,4635637.505108,43510975.730077,16115176.196325, 
11.531232,75.712500,77.686628,1.000001,56.000000,2390.000000,1028698.375000,27662.125000,59782619.875000,56789.875000,59952.875000,0.000052,1029070.230785,0.026890,0.013973,0.013972,3215.125048,3216.429086,141.259074,1.697535,142.956609,0.044422,44.966557,42.968967,1.996563,0.312826,0.021900,0.750979,0.005231,1343037.434582,94022.407166,0.011100,0.000077,0.007240,0.050687,31083.753421,0.000749,41522296.117088,12480501.503260,0.300573,1986331.933009,6608473.440565,6900538.802350,15378628.191514,4622407.964170,43357398.360695,16058295.689146, 
11.672401,76.362500,78.392478,1.000001,56.000000,2390.000000,1028715.625000,27526.625000,59785070.875000,56792.375000,59958.125000,0.000052,1029083.841192,0.026758,0.013841,0.013840,3215.082526,3216.392442,141.107641,1.697535,142.805176,0.044376,44.540948,42.543284,1.996563,0.313148,0.022222,0.751056,0.005308,1344421.381455,95406.354040,0.011101,0.000078,0.007233,0.050688,31051.180230,0.000749,41478311.886650,12356860.080033,0.297911,1966653.804920,6601473.138418,6888190.966114,15362337.735796,4576614.844456,43279814.556023,16029560.946675, 
11.806553,77.137500,79.063234,1.000001,56.000000,2390.000000,1028893.875000,27612.875000,59787866.125000,56794.625000,59958.500000,0.000052,1029264.337708,0.026837,0.013920,0.013919,3214.518714,3215.824579,140.408856,1.697535,142.106391,0.044166,44.787743,42.789993,1.996563,0.313516,0.022590,0.751144,0.005395,1345999.837652,96984.810236,0.011103,0.000080,0.007198,0.050697,30904.691629,0.000749,41275347.010546,12428517.878011,0.301112,1978058.488645,6569170.300701,6860518.480706,15287165.559462,4603154.769634,43105943.064560,15965164.097985, 
11.951882,77.900000,79.789879,1.000001,56.000000,2390.000000,1028998.375000,27571.875000,59790484.375000,56793.000000,59959.625000,0.000052,1029367.701088,0.026795,0.013878,0.013877,3214.195930,3215.503405,139.965039,1.697535,141.662574,0.044033,44.646387,42.648557,1.996563,0.313860,0.022935,0.751226,0.005477,1347478.468969,98463.441554,0.011104,0.000081,0.007177,0.050702,30811.247772,0.000749,41146438.640456,12387437.224009,0.301057,1971520.304674,6548653.912647,6838988.256999,15239421.718687,4587939.712596,42970664.572142,15915060.952645, 
12.080053,78.512500,80.430733,1.000001,56.000000,2390.000000,1029229.375000,27634.125000,59792586.875000,56796.250000,59964.125000,0.000052,1029600.287115,0.026849,0.013932,0.013931,3213.469845,3214.774223,139.137364,1.697535,140.834899,0.043786,44.811357,42.813463,1.996563,0.314137,0.023211,0.751291,0.005543,1348665.923472,99650.896056,0.011105,0.000082,0.007136,0.050713,30638.174775,0.000750,40906037.288924,12435334.747314,0.303998,1979143.426231,6510392.879534,6804573.766775,15150384.181083,4605679.536042,42754431.781519,15834974.733896, 
12.211083,79.150000,81.085884,1.000001,56.000000,2390.000000,1029486.375000,27576.125000,59794301.375000,56801.875000,59965.500000,0.000052,1029855.639874,0.026786,0.013869,0.013868,3212.673065,3213.979537,138.262357,1.697535,139.959892,0.043524,44.597664,42.599719,1.996563,0.314362,0.023437,0.751345,0.005597,1349634.300520,100619.273104,0.011106,0.000083,0.007094,0.050726,30455.344278,0.000750,40651888.022416,12373251.904325,0.304371,1969262.642715,6469943.799529,6762999.935314,15056254.823117,4582685.890491,42493215.487592,15738227.958367, 
12.344193,79.850000,81.751433,1.000001,56.000000,2390.000000,1029967.125000,27756.875000,59796351.375000,56800.125000,59969.000000,0.000052,1030341.071049,0.026949,0.014032,0.014031,3211.159458,3212.457243,136.644017,1.697535,138.341552,0.043041,45.100110,43.102102,1.996563,0.314632,0.023706,0.751409,0.005661,1350792.241766,101777.214351,0.011107,0.000084,0.007015,0.050750,30117.450261,0.000750,40181835.044597,12519171.095802,0.311563,1992486.384934,6395132.603856,6698337.332134,14882161.127629,4636730.035482,42086928.047521,15587751.128711, 
12.473664,80.587500,82.398791,1.000001,56.000000,2390.000000,1030375.750000,27599.000000,59797788.750000,56802.375000,59971.250000,0.000052,1030745.308497,0.026785,0.013868,0.013867,3209.900106,3211.204098,135.323524,1.697535,137.021059,0.042647,44.556178,42.558126,1.996563,0.314821,0.023895,0.751454,0.005706,1351604.186605,102589.159189,0.011107,0.000084,0.006951,0.050770,29841.609048,0.000750,39798292.897129,12361171.202651,0.310596,1967339.940851,6334090.023559,6632580.408062,14740108.480418,4578211.556537,41673764.781058,15434727.696688, 
12.602876,81.050000,83.044851,1.000001,56.000000,2390.000000,1030589.125000,27529.625000,59798775.875000,56801.750000,59971.250000,0.000052,1030956.752158,0.026713,0.013795,0.013795,3209.241773,3210.548405,134.621578,1.697535,136.319113,0.042437,44.313155,42.315073,1.996563,0.314951,0.024025,0.751485,0.005737,1352161.815306,103146.787890,0.011108,0.000085,0.006917,0.050780,29694.793392,0.000751,39594409.915064,12290575.505085,0.310412,1956104.295523,6301641.064855,6598259.173845,14664596.264838,4552065.001883,41458117.935674,15354858.494694, 
12.730786,81.737500,83.684400,1.000001,56.000000,2390.000000,1030936.000000,27759.250000,59799102.750000,56805.000000,59972.000000,0.000052,1031309.658665,0.026926,0.014009,0.014008,3208.143595,3209.439682,133.497539,1.697535,135.195075,0.042102,44.983835,42.985743,1.996563,0.314994,0.024068,0.751496,0.005747,1352346.471395,103331.443979,0.011108,0.000085,0.006862,0.050797,29460.109065,0.000751,39267928.600002,12485374.266477,0.317953,1987107.456747,6249679.990898,6557979.569447,14543677.259260,4624212.691288,41205033.516657,15261123.524688, 
12.876377,82.525000,84.412355,1.000001,56.000000,2390.000000,1031150.500000,27612.500000,59798785.750000,56803.000000,59975.250000,0.000052,1031520.142220,0.026778,0.013861,0.013860,3207.488967,3208.791081,132.863792,1.697535,134.561327,0.041913,44.500114,42.502031,1.996563,0.314952,0.024027,0.751486,0.005737,1352167.393799,103152.366383,0.011108,0.000085,0.006831,0.050808,29327.934080,0.000751,39083854.152350,12344878.231402,0.315856,1964746.835993,6220383.655865,6523296.939102,14475501.537908,4572177.122742,40987115.950629,15180413.315048, 
13.006108,83.325000,85.061010,1.000001,56.000000,2390.000000,1030652.000000,27688.250000,59797860.750000,56806.125000,59973.500000,0.000052,1031023.852436,0.026865,0.013948,0.013947,3209.032912,3210.332567,134.448619,1.697535,136.146155,0.042386,44.799026,42.800972,1.996563,0.314831,0.023905,0.751457,0.005708,1351644.858951,102629.831536,0.011107,0.000084,0.006908,0.050783,29659.110177,0.000751,39544173.431052,12431706.679722,0.314375,1978566.001797,6293645.686435,6597325.173875,14645990.159649,4604335.807305,41452249.436138,15352684.976347, 
