Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
1.375042,25.800000,26.096605,1.000001,63.000000,2390.000000,1029806.875000,49541.625000,59511429.625000,56502.625000,59681.875000,0.000052,1030997.852764,0.048108,0.035174,0.035159,3610.253067,3610.057722,547.665339,1.697535,549.362874,0.152104,127.050236,125.060946,1.996563,0.276929,0.002864,0.742391,0.000688,382921.209420,3960.210031,0.010486,0.000010,0.027889,0.050752,38563.922724,0.000717,53782533.232256,12243445.607469,0.227647,1948603.345292,8559749.235192,8778744.897003,19919456.752687,4534609.484248,55158524.646892,20429083.202553, 
1.521410,26.300000,26.389341,1.000001,63.000000,2390.000000,1030026.250000,49459.750000,59513212.750000,56504.250000,59683.250000,0.000052,1031213.044215,0.048018,0.035084,0.035069,3609.499687,3609.315328,546.840219,1.697535,548.537755,0.151907,126.700379,124.711035,1.996563,0.277162,0.003097,0.742447,0.000744,383242.698066,4281.698677,0.010486,0.000011,0.027853,0.050763,38513.917875,0.000717,53701754.170600,12209189.400873,0.227352,1943151.304999,8546892.858415,8764999.402587,19889538.581704,4521922.000323,55072159.089925,20397095.959231, 
1.701579,26.662500,26.749680,1.000001,63.000000,2390.000000,1030294.000000,49311.750000,59515067.000000,56504.750000,59686.750000,0.000052,1031473.400105,0.047862,0.034928,0.034914,3608.588607,3608.423490,545.862351,1.697535,547.559886,0.151674,126.105966,124.116566,1.996563,0.277403,0.003338,0.742505,0.000802,383577.029339,4616.029950,0.010487,0.000011,0.027811,0.050776,38454.757266,0.000717,53606021.038495,12150990.984741,0.226672,1933888.746729,8531656.469293,8748090.522780,19854081.866109,4500367.031385,54965917.380599,20357747.178000, 
1.867188,27.037500,27.080896,1.000001,63.000000,2390.000000,1030951.500000,49228.500000,59516967.750000,56505.375000,59691.000000,0.000052,1032126.174731,0.047751,0.034817,0.034803,3606.306333,3606.154019,543.504686,1.697535,545.202221,0.151115,125.625534,123.636077,1.996563,0.277651,0.003586,0.742564,0.000862,383919.765069,4958.765680,0.010488,0.000012,0.027708,0.050809,38313.265365,0.000718,53375206.034253,12103951.234551,0.226771,1926402.143895,8494921.149528,8710609.080696,19768594.827501,4482944.901686,54730414.347850,20270523.832537, 
2.012518,27.450000,27.371556,1.000001,63.000000,2390.000000,1031323.750000,49107.750000,59518859.250000,56504.625000,59691.625000,0.000052,1032492.251024,0.047616,0.034683,0.034669,3605.027695,3604.891531,542.154428,1.697535,543.851963,0.150794,125.097569,123.108055,1.996563,0.277898,0.003833,0.742624,0.000921,384260.853234,5299.853845,0.010489,0.000013,0.027649,0.050827,38231.756358,0.000718,53243015.980575,12052257.938124,0.226363,1918174.906762,8473882.465724,8688272.498940,19719635.548361,4463799.236342,54590069.354369,20218544.205322, 
2.146927,27.700000,27.640375,1.000001,63.000000,2390.000000,1031904.250000,48933.250000,59520943.750000,56507.250000,59692.625000,0.000052,1033063.814158,0.047420,0.034487,0.034473,3603.033142,3602.920325,540.086489,1.697535,541.784025,0.150303,124.323693,122.334116,1.996563,0.278170,0.004105,0.742689,0.000987,384636.767997,5675.768608,0.010490,0.000014,0.027559,0.050855,38107.211971,0.000718,53040565.136804,11976489.436456,0.225799,1906115.984743,8441661.438729,8654185.461002,19644653.754372,4435736.828317,54375894.008771,20139220.003249, 
2.293817,27.937500,27.934154,1.000001,63.000000,2390.000000,1032296.000000,48799.000000,59522364.250000,56506.375000,59695.875000,0.000052,1033448.776678,0.047272,0.034339,0.034326,3601.691002,3601.595811,538.696052,1.697535,540.393587,0.149972,123.745024,121.755404,1.996563,0.278355,0.004290,0.742733,0.001031,384892.952396,5931.953007,0.010490,0.000015,0.027499,0.050875,38023.385060,0.000719,52904441.511374,11919833.624352,0.225309,1897098.939335,8419996.708032,8631067.659850,19594237.596805,4414753.194204,54230640.465171,20085422.394508, 
2.423029,28.212500,28.192580,1.000001,63.000000,2390.000000,1032839.500000,48657.500000,59523744.500000,56507.125000,59697.625000,0.000052,1033985.002341,0.047110,0.034177,0.034164,3599.823161,3599.746921,536.783103,1.697535,538.480638,0.149518,123.099032,121.109370,1.996563,0.278535,0.004470,0.742777,0.001074,385141.888759,6180.889370,0.010491,0.000015,0.027415,0.050901,37908.236555,0.000719,52717164.152778,11856587.051686,0.224909,1887032.942635,8390190.614294,8599778.594288,19524875.612140,4391328.537661,54034045.312425,20012609.374972, 
2.561599,28.500000,28.469719,1.000001,63.000000,2390.000000,1033365.625000,48485.625000,59525293.125000,56508.375000,59700.750000,0.000052,1034502.474991,0.046920,0.033987,0.033974,3598.022479,3597.968589,534.932895,1.697535,536.630430,0.149078,122.353781,120.364073,1.996563,0.278737,0.004672,0.742825,0.001123,385421.205437,6460.206049,0.010492,0.000016,0.027335,0.050927,37796.647987,0.000719,52536029.085113,11783622.587184,0.224296,1875420.296639,8361362.095744,8569105.985177,19457788.550042,4364304.661920,53841323.472859,19941230.915874, 
2.693670,28.775000,28.733860,1.000001,63.000000,2390.000000,1034083.250000,48745.000000,59526686.750000,56496.000000,59711.250000,0.000052,1035231.492448,0.047138,0.034205,0.034192,3595.488726,3595.406707,532.306326,1.697535,534.003862,0.148454,123.050984,121.061234,1.996563,0.278919,0.004854,0.742869,0.001166,385672.577288,6711.577899,0.010492,0.000016,0.027220,0.050963,37638.437405,0.000720,52278888.480504,11851874.475063,0.226705,1886282.913365,8320436.929871,8531572.770200,19362551.289076,4389583.138912,53605495.141167,19853887.089321, 
2.825220,29.000000,28.996961,1.000001,61.000000,2390.000000,1000806.250000,47125.250000,59529780.000000,56565.500000,59654.000000,0.000052,1001915.135741,0.047087,0.034154,0.034141,3597.110296,3597.035429,533.791462,1.697535,535.488997,0.148799,122.923091,120.933248,1.996563,0.279322,0.005257,0.742966,0.001263,386230.554423,7269.555035,0.010494,0.000018,0.026417,0.049323,36528.381194,0.000697,52424283.001035,11839344.664252,0.225837,1884288.733619,8343577.168181,8553702.355883,19416401.111495,4384942.468241,53744539.538930,19905385.014418, 
2.971590,29.287500,29.289702,1.000001,61.000000,2390.000000,1001288.250000,46939.000000,59531404.250000,56562.250000,59656.125000,0.000052,1002387.863708,0.046879,0.033946,0.033933,3595.413892,3595.363640,532.044271,1.697535,533.741806,0.148383,122.116019,120.126127,1.996563,0.279534,0.005469,0.743017,0.001314,386523.567161,7562.567772,0.010494,0.000019,0.026343,0.049346,36426.118284,0.000697,52253233.291391,11760327.642890,0.225064,1871712.794043,8316353.782942,8524379.685727,19353049.367182,4355676.904774,53560299.622693,19837148.008405, 
3.100282,29.537500,29.547085,1.000001,61.000000,2390.000000,1001687.000000,46924.000000,59532773.250000,56565.500000,59657.375000,0.000052,1002785.474439,0.046845,0.033912,0.033899,3593.988288,3593.941354,530.558429,1.697535,532.255964,0.148028,121.946856,119.956922,1.996563,0.279713,0.005648,0.743059,0.001357,386770.544740,7809.545352,0.010495,0.000019,0.026280,0.049366,36339.083017,0.000697,52107769.607849,11743762.550748,0.225375,1869076.379834,8293202.537006,8501214.903380,19299173.928833,4349541.685462,53414750.887307,19783241.069373, 
3.231053,29.837500,29.808627,1.000001,61.000000,2390.000000,1002200.875000,46770.875000,59534210.875000,56569.000000,59662.000000,0.000052,1003291.636863,0.046668,0.033736,0.033723,3592.175114,3592.148658,528.698987,1.697535,530.396522,0.147585,121.251174,119.261197,1.996563,0.279901,0.005835,0.743104,0.001402,387029.914226,8068.914837,0.010496,0.000020,0.026202,0.049391,36230.195514,0.000698,51925730.549416,11675651.168343,0.224853,1858236.125231,8264230.143971,8470569.129027,19231752.055339,4324315.247534,53222197.655634,19711925.057642, 
3.375343,30.100000,30.097206,1.000001,61.000000,2390.000000,1002842.000000,46735.000000,59535421.250000,56567.000000,59661.500000,0.000052,1003930.394594,0.046603,0.033670,0.033657,3589.889568,3589.869780,526.363911,1.697535,528.061446,0.147028,120.938793,118.948780,1.996563,0.280058,0.005993,0.743142,0.001440,387248.293444,8287.294056,0.010496,0.000020,0.026103,0.049423,36093.578880,0.000698,51697127.033237,11645065.580838,0.225256,1853368.281648,8227846.793185,8434004.792478,19147084.086384,4312987.252162,52992456.971466,19626835.915358, 
3.504554,30.362500,30.355629,1.000001,61.000000,2390.000000,1003289.625000,46644.375000,59537047.875000,56567.125000,59664.250000,0.000052,1004373.321705,0.046491,0.033559,0.033546,3588.306432,3588.299161,524.717765,1.697535,526.415300,0.146634,120.487307,118.497245,1.996563,0.280271,0.006206,0.743193,0.001491,387541.786746,8580.787358,0.010497,0.000021,0.026033,0.049445,35996.804660,0.000698,51535969.616081,11600860.407862,0.225102,1846332.815432,8202197.813947,8407436.817749,19087396.154104,4296614.965875,52825525.330775,19565009.381769, 
3.635065,30.662500,30.616650,1.000001,61.000000,2390.000000,1003885.375000,46539.375000,59538231.625000,56567.625000,59664.750000,0.000052,1004963.561312,0.046359,0.033427,0.033414,3586.198932,3586.206354,522.569991,1.697535,524.267526,0.146121,119.943180,117.953082,1.996563,0.280425,0.006360,0.743230,0.001528,387755.381189,8794.381801,0.010497,0.000022,0.025942,0.049474,35870.848811,0.000699,51325702.877445,11547586.953566,0.224986,1837854.088562,8168732.849634,8372926.849050,19009519.584239,4276884.056876,52608692.630723,19484700.974342, 
3.762975,30.987500,30.872470,1.000001,61.000000,2390.000000,1004279.875000,46327.375000,59539827.875000,56568.125000,59668.000000,0.000052,1005347.846770,0.046130,0.033198,0.033186,3584.828139,3584.862161,521.151674,1.697535,522.849209,0.145780,119.076544,117.086398,1.996563,0.280633,0.006568,0.743280,0.001578,388043.419243,9082.419855,0.010498,0.000022,0.025881,0.049493,35787.213813,0.000699,51186849.854667,11462738.708504,0.223939,1824350.081645,8146633.722202,8348406.687753,18958092.538766,4245458.780928,52454627.791489,19427639.922774, 
3.891927,31.187500,31.130375,1.000001,61.000000,2390.000000,1004964.625000,46195.125000,59541386.375000,56568.250000,59669.875000,0.000052,1006025.788474,0.045967,0.033035,0.033023,3582.412391,3582.464370,518.681508,1.697535,520.379043,0.145188,118.413079,116.422886,1.996563,0.280837,0.006772,0.743329,0.001627,388324.659395,9363.660007,0.010499,0.000023,0.025776,0.049527,35641.967923,0.000700,50945021.019580,11397781.015762,0.223727,1814011.751943,8108145.498205,8308589.655065,18868526.303548,4221400.376208,52204449.798544,19334981.406868, 
4.037776,31.400000,31.422072,1.000001,61.000000,2390.000000,1005521.875000,46247.125000,59542984.125000,56570.625000,59672.250000,0.000052,1006584.838786,0.045993,0.033061,0.033049,3580.422744,3580.470477,516.613412,1.697535,518.310947,0.144692,118.441046,116.450804,1.996563,0.281045,0.006980,0.743379,0.001677,388612.996753,9651.997364,0.010500,0.000024,0.025688,0.049554,35520.079322,0.000700,50742554.814250,11400514.211337,0.224674,1814446.753184,8075922.026344,8277241.907527,18793538.820092,4222412.670865,52007485.935777,19262031.828065, 
4.168546,31.625000,31.683614,1.000001,61.000000,2390.000000,1006114.750000,46104.750000,59544139.250000,56568.000000,59674.500000,0.000052,1007170.560600,0.045825,0.032893,0.032881,3578.340542,3578.406972,514.496259,1.697535,516.193794,0.144184,117.769660,115.779384,1.996563,0.281196,0.007131,0.743416,0.001713,388821.464985,9860.465597,0.010500,0.000024,0.025598,0.049583,35395.379326,0.000700,50535285.831542,11334782.236726,0.224294,1803985.192793,8042934.169328,8242763.652317,18716772.530201,4198067.495084,51790852.497614,19181797.221339, 
4.296198,31.937500,31.938916,1.000001,61.000000,2390.000000,1006546.250000,45870.750000,59545260.000000,56569.000000,59674.750000,0.000052,1007590.928450,0.045572,0.032641,0.032629,3576.847655,3576.942760,512.979993,1.697535,514.677528,0.143819,116.820022,114.829712,1.996563,0.281342,0.007277,0.743451,0.001748,389023.736721,10062.737332,0.010501,0.000025,0.025533,0.049605,35305.848671,0.000701,50386843.690875,11241809.559922,0.223110,1789188.143429,8019308.887593,8216477.910103,18661793.959583,4163633.170341,51625694.177514,19120627.473153, 
4.425150,32.325000,32.196820,1.000001,61.000000,2390.000000,1007030.250000,45649.500000,59546639.000000,56568.125000,59690.625000,0.000052,1008064.383492,0.045331,0.032400,0.032388,3575.167727,3575.289928,511.263110,1.697535,512.960645,0.143406,115.902576,113.912225,1.996563,0.281522,0.007457,0.743494,0.001792,389272.626924,10311.627536,0.010501,0.000025,0.025460,0.049628,35204.333395,0.000701,50218761.101635,11151987.685061,0.222068,1774892.559371,7992557.733859,8187259.781293,18599541.148754,4130365.809282,51442111.114444,19052633.746090, 
4.554101,32.587500,32.454722,1.000001,61.000000,2390.000000,1007726.500000,45718.250000,59547972.500000,56568.375000,59682.250000,0.000052,1008763.033217,0.045368,0.032436,0.032425,3572.691635,3572.808096,508.719337,1.697535,510.416872,0.142794,115.953866,113.963474,1.996563,0.281697,0.007631,0.743536,0.001833,389513.315287,10552.315899,0.010502,0.000026,0.025351,0.049663,35054.076693,0.000701,49969726.137173,11157004.998724,0.223275,1775691.089009,7952922.619660,8148745.734030,18507305.976731,4132224.073601,51200120.026867,18963007.417358, 
4.683831,32.800000,32.714183,1.000001,61.000000,2390.000000,1008527.000000,45687.250000,59549391.250000,56568.750000,59683.375000,0.000052,1009561.307966,0.045301,0.032370,0.032358,3569.866656,3569.989167,505.834503,1.697535,507.532038,0.142099,115.624145,113.633710,1.996563,0.281882,0.007817,0.743580,0.001878,389769.401829,10808.402441,0.010502,0.000027,0.025228,0.049702,34883.463815,0.000702,49687301.434701,11124721.162996,0.223895,1770552.961041,7907973.367817,8103758.422729,18402704.235074,4120267.097406,50917456.189575,18858317.107250, 
4.829680,33.100000,33.005882,1.000001,61.000000,2390.000000,1009245.500000,45396.000000,59550897.250000,56569.875000,59686.875000,0.000052,1010265.943248,0.044980,0.032049,0.032038,3567.376763,3567.534653,503.310029,1.697535,505.007564,0.141489,114.400525,112.410045,1.996563,0.282078,0.008013,0.743627,0.001925,390041.249640,11080.250251,0.010503,0.000027,0.025120,0.049737,34733.822339,0.000702,49440155.790814,11004924.556231,0.222591,1751486.754013,7868638.948088,8061214.842991,18311168.811413,4075897.983789,50650146.782693,18759313.623220, 
4.959411,33.387500,33.265343,1.000001,61.000000,2390.000000,1009666.625000,45396.125000,59551992.375000,56563.375000,59697.625000,0.000052,1010686.648672,0.044961,0.032031,0.032020,3565.891817,3566.050942,501.775442,1.697535,503.472977,0.141118,114.286489,112.295975,1.996563,0.282221,0.008156,0.743662,0.001959,390238.938563,11277.939174,0.010504,0.000028,0.025054,0.049758,34642.676080,0.000703,49289920.043068,10993757.132532,0.223043,1749709.404737,7844728.205147,8037489.882647,18255525.941877,4071761.900938,50501078.342360,18704103.089763, 
5.088883,33.600000,33.524287,1.000001,61.000000,2390.000000,1010378.000000,45315.500000,59553299.000000,56567.875000,59692.500000,0.000052,1011393.690619,0.044850,0.031919,0.031908,3563.398985,3563.569305,499.233101,1.697535,500.930636,0.140503,113.809914,111.819361,1.996563,0.282392,0.008327,0.743703,0.002000,390474.815792,11513.816403,0.010504,0.000028,0.024944,0.049793,34491.735731,0.000703,49041025.252267,10947096.673709,0.223223,1742283.167952,7805115.400261,7997210.579240,18163342.686025,4054480.249522,50247995.814530,18610368.820196, 
5.216794,33.837500,33.780109,1.000001,61.000000,2390.000000,1010975.125000,45236.125000,59554559.875000,56567.125000,59693.750000,0.000052,1011986.665117,0.044745,0.031814,0.031804,3561.311008,3561.491978,497.097194,1.697535,498.794729,0.139985,113.369724,111.379134,1.996563,0.282556,0.008491,0.743742,0.002040,390702.443241,11741.443853,0.010505,0.000029,0.024853,0.049822,34364.689997,0.000704,48831920.315042,10903998.496723,0.223297,1735423.885480,7771835.342240,7963235.564089,18085896.412979,4038517.961749,50034524.329419,18531305.307192, 
5.345745,34.175000,34.038010,1.000001,61.000000,2390.000000,1011597.250000,45108.500000,59555843.250000,56565.750000,59691.750000,0.000052,1012602.475298,0.044591,0.031661,0.031650,3559.145211,3559.342221,494.887807,1.697535,496.585342,0.139450,112.754490,110.763861,1.996563,0.282724,0.008659,0.743782,0.002080,390934.141921,11973.142533,0.010505,0.000029,0.024757,0.049853,34233.126965,0.000704,48615621.733327,10843763.381106,0.223051,1725837.176676,7737410.381046,7927549.013732,18005785.827158,4016208.659669,49810298.942923,18448258.867749, 
5.491595,34.400000,34.329711,1.000001,61.000000,2390.000000,1012288.875000,45048.625000,59557194.125000,56571.875000,59696.875000,0.000052,1013290.750507,0.044502,0.031571,0.031561,3556.727670,3556.933277,492.416095,1.697535,494.113630,0.138849,112.359520,110.368849,1.996563,0.282900,0.008835,0.743825,0.002122,391178.037063,12217.037674,0.010506,0.000030,0.024651,0.049887,34085.792509,0.000705,48373641.515932,10805091.841130,0.223367,1719682.414807,7698898.063825,7888620.855699,17916163.524419,4001885.867085,49565705.918580,18357668.858733, 
5.621327,34.687500,34.589174,1.000001,61.000000,2390.000000,1012837.250000,44930.750000,59558185.000000,56567.500000,59699.250000,0.000052,1013833.352816,0.044361,0.031431,0.031421,3554.824114,3555.044279,490.481055,1.697535,492.178590,0.138379,111.800630,109.809930,1.996563,0.283030,0.008965,0.743856,0.002153,391356.942219,12395.942830,0.010506,0.000030,0.024567,0.049914,33970.338446,0.000705,48184201.419107,10750373.718579,0.223110,1710973.762025,7668747.759880,7857297.462805,17846000.525595,3981619.895770,49368895.080670,18284775.955804, 
5.750537,34.912500,34.847595,1.000001,61.000000,2390.000000,1013409.875000,44740.375000,59559324.625000,56565.625000,59699.125000,0.000052,1014397.001131,0.044148,0.031218,0.031208,3552.848881,3553.091517,488.475337,1.697535,490.172872,0.137891,110.982969,108.992235,1.996563,0.283179,0.009114,0.743891,0.002189,391562.711486,12601.712098,0.010507,0.000031,0.024481,0.049942,33850.488046,0.000705,47987841.947741,10670321.490043,0.222355,1698233.064241,7637496.204145,7824023.505129,17773274.795460,3951970.922238,49159828.473076,18207343.878917, 
5.880788,35.100000,35.108097,1.000001,61.000000,2390.000000,1014100.500000,44786.500000,59560995.750000,56569.250000,59702.875000,0.000052,1015088.988553,0.044164,0.031234,0.031223,3550.426899,3550.666317,485.972478,1.697535,487.670013,0.137280,110.961895,108.971110,1.996563,0.283397,0.009332,0.743944,0.002241,391864.461074,12903.461685,0.010507,0.000032,0.024372,0.049976,33700.636718,0.000706,47742812.512460,10668253.354822,0.223453,1697903.910558,7598498.589210,7785888.420708,17682523.152763,3951204.946230,48920218.481141,18118599.437460, 
6.008699,35.450000,35.363920,1.000001,61.000000,2390.000000,1014785.875000,44380.375000,59561947.125000,56567.500000,59703.750000,0.000052,1015755.871154,0.043734,0.030804,0.030794,3548.095908,3548.381195,483.643143,1.697535,485.340679,0.136713,109.365141,107.374327,1.996563,0.283521,0.009456,0.743973,0.002271,392036.254841,13075.255453,0.010508,0.000032,0.024272,0.050010,33561.255961,0.000706,47514771.027434,10511928.605149,0.221235,1673024.073629,7562204.688389,7745059.670527,17598063.343494,3893306.890796,48663683.674679,18023586.546177, 
6.172227,35.737500,35.690975,1.000001,61.000000,2390.000000,1015481.750000,43998.250000,59563279.000000,56558.000000,59705.500000,0.000052,1016434.469401,0.043327,0.030398,0.030389,3545.727106,3546.054965,481.255015,1.697535,482.952550,0.136129,107.853331,105.862477,1.996563,0.283695,0.009630,0.744015,0.002313,392276.765726,13315.766338,0.010508,0.000033,0.024168,0.050044,33418.014660,0.000707,47280973.627839,10363918.733589,0.219199,1649467.589604,7524994.706038,7703654.240362,17511471.714014,3838488.419848,48403525.478139,17927231.658570, 
6.300918,35.975000,35.948358,1.000001,61.000000,2390.000000,1015846.375000,44233.625000,59564395.125000,56568.000000,59706.250000,0.000052,1016808.964939,0.043544,0.030614,0.030605,3544.421198,3544.724844,479.873020,1.697535,481.570555,0.135791,108.578745,106.587857,1.996563,0.283841,0.009776,0.744050,0.002348,392478.324093,13517.324705,0.010509,0.000033,0.024108,0.050062,33334.885099,0.000707,47145676.565973,10434933.362044,0.221334,1660769.909802,7503461.526914,7685056.381002,17461361.691101,3864790.134090,48286671.588893,17883952.440331, 
6.447029,36.250000,36.240579,1.000001,61.000000,2390.000000,1016609.875000,44191.375000,59565586.625000,56570.875000,59711.125000,0.000052,1017569.906970,0.043469,0.030540,0.030530,3541.770669,3542.080660,477.173458,1.697535,478.870993,0.135130,108.234769,106.243846,1.996563,0.283996,0.009931,0.744087,0.002385,392693.502065,13732.502677,0.010510,0.000034,0.023991,0.050099,33172.751522,0.000708,46881389.865145,10401254.654293,0.221863,1655409.781232,7461399.025404,7642830.428584,17363477.727831,3852316.538627,48021357.894911,17785688.109226, 
